analysis_name,parameter_name,parameter_unit,t_lyhend,loinc_code,substrate,evidence
Uriin,KET HK:0000,mmol/L,U-Ket strip,59158-6,Urine,manual
Uriin,LEU,/uL,U-WBC strip,58805-3,Urine,manual
Uriin,LEU HK:0000,E6/L,U-WBC strip,58805-3,Urine,manual
Uriin,LEU HK:0000,/uL,U-WBC strip,58805-3,Urine,manual
Uriin,PRO,g/L,U-Prot strip,50561-0,Urine,manual
Uriin,PRO HK:0000,g/L,U-Prot strip,50561-0,Urine,manual
Uriin,UBG,umol/L,U-Ubg strip,60025-4,Urine,manual
Uriin,UBG HK:0000,umol/L,U-Ubg strip,60025-4,Urine,manual
Uriini analüüs 10 parameetrilise testribaga,BIL,umol/L,U-Bil strip,41016-7,Urine,manual
Uriini analüüs 10 parameetrilise testribaga,BLD,er/uL,U-RBC strip,57747-8,Urine,manual
Uriini analüüs 10 parameetrilise testribaga,GLU,mmol/L,U-Gluc strip,59156-0,Urine,manual
Uriini analüüs 10 parameetrilise testribaga,KET,mmol/L,U-Ket strip,59158-6,Urine,manual
Uriini analüüs 10 parameetrilise testribaga,LEU,leu/uL,U-WBC strip,58805-3,Urine,manual
Uriini analüüs 10 parameetrilise testribaga,PRO,g/L,U-Prot strip,50561-0,Urine,manual
Uriini analüüs 10 parameetrilise testribaga,UBG,umol/L,U-Ubg strip,60025-4,Urine,manual
Uriini analüüs 10-parameetrilise testribaga,Erütrotsüüdid,er/uL,U-RBC strip,57747-8,Urine,manual
Uriini analüüs 10-parameetrilise testribaga,Erütrotsüüdid,/uL,U-RBC strip,57747-8,Urine,manual
Uriini analüüs 10-parameetrilise testribaga,Ketoonid,mmol/L,U-Nit strip,50558-6,Urine,manual
Uriini analüüs 10-parameetrilise testribaga,Leukotsüüdid,/uL,U-WBC strip,58805-3,Urine,manual
Uriini analüüs 10-parameetrilise testribaga,Uriini bilirubiin,umol/L,U-Bil strip,41016-7,Urine,manual
Uriini analüüs 10-parameetrilise testribaga,Uriini erütrotsüüdid,/uL,U-RBC strip,57747-8,Urine,manual
Uriini analüüs 10-parameetrilise testribaga,Uriini ketoonid,mmol/L,U-Nit strip,50558-6,Urine,manual
Uriini analüüs 10-parameetrilise testribaga,Uriini leukotsüüdid,/uL,U-WBC strip,58805-3,Urine,manual
Uriini analüüs 10-parameetrilise testribaga,Uriini urobilinogeen,umol/L,U-Ubg strip,60025-4,Urine,manual
Uriini analüüs 10-parameetrilise testribaga,Uriini valk,g/L,U-Prot strip,50561-0,Urine,manual
Uriini analüüs 10-parameetrilise testribaga (uus),Erütrotsüüdid,er/uL,U-RBC strip,57747-8,Urine,manual
Uriini analüüs 10-parameetrilise testribaga (uus),Ketoonid,mmol/L,U-Nit strip,50558-6,Urine,manual
Uriini analüüs 10-param. testribaga,Bilirubiin BIL,mmol/L,U-Bil strip,41016-7,Urine,manual
Uriini analüüs 10-param. testribaga,Bilirubiin BIL,umol/L,U-Bil strip,41016-7,Urine,manual
Uriini analüüs 10-param. testribaga,Erikaal SG,kg/L,U-SG strip,53326-5,Urine,manual
Uriini analüüs 10-param. testribaga,Erütrotsüüdid ERY,10*6/L,U-RBC strip,57747-8,Urine,manual
Uriini analüüs 10-param. testribaga,Erütrotsüüdid ERY,E6/L,U-RBC strip,57747-8,Urine,manual
Uriini analüüs 10-param. testribaga,Glükoos GLU,mmol/L,U-Gluc strip,59156-0,Urine,manual
Uriini analüüs 10-param. testribaga,Ketokehad KET,mmol/L,U-Ket strip,59158-6,Urine,manual
Uriini analüüs 10-param. testribaga,Leukotsüüdid LEU,10*6/L,U-WBC strip,58805-3,Urine,manual
Uriini analüüs 10-param. testribaga,Leukotsüüdid LEU,E6/L,U-WBC strip,58805-3,Urine,manual
Uriini analüüs 10-param. testribaga,Urobilinogeen UBG,mmol/L,U-Ubg strip,60025-4,Urine,manual
Uriini analüüs 10-param. testribaga,Urobilinogeen UBG,umol/L,U-Ubg strip,60025-4,Urine,manual
Uriini analüüs 10-param. testribaga,Valk PRO,g/L,U-Prot strip,50561-0,Urine,manual
Uriini ribaanalüüs*,-64 Valgu ja kreatiniini suhe uriinis,g/mol,U-Prot/U-Crea,34366-5,Urine,manual
Uriini ribaanalüüs*,CSF-WBC,E6/L,CSF-WBC,806-0,CSF,manual
Uriini ribaanalüüs*,Erütrotsüüdid,/uL,U-RBC strip,57747-8,Urine,manual
Uriini ribaanalüüs*,Glükoos paastuseerumis/paastuplasmas,mmol/L,"fS,fP-Gluc",14771-0,Ser/Plas,manual
Uriini ribaanalüüs*,Kaltsitoniin paastuseerumis,pmol/L,"S,P-CT",15035-9,Ser/Plas,manual
Uriini ribaanalüüs*,Kaltsitoniin paastuseerumis/paastuplasmas,pmol/L,"S,P-CT",15035-9,Ser/Plas,manual
Uriini ribaanalüüs*,Kaltsitoniin seerumis/lasmas,pmol/L,"S,P-CT",15035-9,Ser/Plas,manual
Uriini ribaanalüüs*,Kaltsitoniin seerumis/plasmas,pmol/L,"S,P-CT",15035-9,Ser/Plas,manual
Uriini ribaanalüüs*,Leukotsüüdid,/uL,U-WBC strip,58805-3,Urine,manual
Uriini ribaanalüüs*,Triglütseriidid pleuravedelikus,mmol/L,"fS,fP-Trigl",14927-8,Ser/Plas,manual
Uriini ribaanalüüs*,Vaba türoksiin seerumis,pmol/L,"S,P-fT4",14920-3,Ser/Plas,manual
Uriini ribaanalüüs*,Vaba türoksiin seerumis/plasmas,pmol/L,"S,P-fT4",14920-3,Ser/Plas,manual
Uriini ribaanalüüs 1,fT4,pmol/L,"S,P-fT4",14920-3,Ser/Plas,manual
Uriini ribaanalüüs 1,TSH,mU/L,"S,P-TSH",3016-3,Ser/Plas,manual
Uriini ribaanalüüs 2,TSH,mU/L,"S,P-TSH",3016-3,Ser/Plas,manual
Uriini Ribaanalüüs (Ph),Albumiin (kõrgtundlik),g/L,"S,P-Alb-hs",1751-7,Ser/Plas,manual
Uriini ribaanalüüs (pH),fT4,pmol/L,"S,P-fT4",14920-3,Ser/Plas,manual
Uriini ribaanalüüs (pH),Kaltsitoniin,pmol/L,"S,P-CT",15035-9,Ser/Plas,manual
Uriini ribaanalüüs (pH),TSH,mU/L,"S,P-TSH",3016-3,Ser/Plas,manual
Uriini sademe mikroskoopia*,CSF-WBC,E6/L,CSF-WBC,806-0,CSF,manual
Uriini sademe mikroskoopia*,Kaltsitoniin paastuseerumis,pmol/L,"S,P-CT",15035-9,Ser/Plas,manual
Uriini sademe mikroskoopia*,Kaltsitoniin paastuseerumis/paastuplasmas,pmol/L,"S,P-CT",15035-9,Ser/Plas,manual
Uriini sademe mikroskoopia*,Kaltsitoniin seerumis/lasmas,pmol/L,"S,P-CT",15035-9,Ser/Plas,manual
Uriini sademe mikroskoopia*,Kaltsitoniin seerumis/plasmas,pmol/L,"S,P-CT",15035-9,Ser/Plas,manual
Uriini sademe mikroskoopia*,Vaba türoksiin seerumis,pmol/L,"S,P-fT4",14920-3,Ser/Plas,manual
Uriini sademe mikroskoopia*,Vaba türoksiin seerumis/plasmas,pmol/L,"S,P-fT4",14920-3,Ser/Plas,manual
Uriini Uuringud,Albumiini / kreat suhe,mgalb/mmol kreat,U-Alb/U-Crea,30000-4,Urine,manual
Uriini Uuringud,mikroalbumii,mg/L,U-Alb,14957-5,Urine,manual
Uriini Uuringud,mikroalbumiin,mg/L,U-Alb,14957-5,Urine,manual
Uriini Uuringud,Mikroalbuminuuri,mg/d,dU-Alb,14956-7,Urine,manual
Uriini Uuringud,Mikroalbuminuuria,mg/d,dU-Alb,14956-7,Urine,manual
Uriini uuringud,U-Ke,mmol/L,U-Ket strip,59158-6,Urine,manual
Uurea,"fS-Urea, fP-urea",mmol/L,"S,P-Urea",22664-7,Ser/Plas,manual
Uurea,Uurea seerumis,mmol/L,"S,P-Urea",22664-7,Ser/Plas,manual
uurea,Urea,mmol/L,"S,P-Urea",22664-7,Ser/Plas,manual
Uurea seerumis,Uurea paastuseerumis,mmol/L,"S,P-Urea",22664-7,Ser/Plas,manual
Vaba Türoksiin,66706 S-fT4,pmol/L,"S,P-fT4",14920-3,Ser/Plas,manual
Vaba Türoksiin,S-_fT4,pmol/L,"S,P-fT4",14920-3,Ser/Plas,manual
Vaba türoksiin,Türoksiin,pmol/L,"S,P-fT4",14920-3,Ser/Plas,manual
vaba türoksiin,Türoksiin,pmol/L,"S,P-fT4",14920-3,Ser/Plas,manual
vaba tütoksiin,vaba türoksiin,pmol/L,"S,P-fT4",14920-3,Ser/Plas,manual
Vastsündinu hemogramm viieosalise leukogrammiga ja normoblastidega,nB-CBC-5Diff-NRBC,%,B-NRBC%,58413-6,Bld,manual
Vastsündinu hemogramm viieosalise leukogrammiga ja normoblastidega,nB-CBC-5Diff-NRBC,10E9/L,B-NRBC#,771-6,Bld,manual
Vastsündinu hemogramm viieosalise leukogrammiga ja normoblastidega,NRBC#,10E9/L,B-NRBC#,771-6,Bld,manual
"Vastsündinu hemogramm viieosalise leukogrammiga, normoblastidega ja retikulotsüütidega",nB-CBC-5Diff-NRBC-RET,%,B-NRBC%,58413-6,Bld,manual
"Vastsündinu hemogramm viieosalise leukogrammiga, normoblastidega ja retikulotsüütidega",nB-CBC-5Diff-NRBC-RET,10E9/L,B-NRBC#,771-6,Bld,manual
Vastsündinute sõeluuring,BS-Phe/_TSH,mg/dL,"S,P-TSH",3016-3,Ser/Plas,manual
Vastsündinute sõeluuring,BS-Phe/_TSH,mU/L,"S,P-TSH",3016-3,Ser/Plas,manual
Vere automaatuuring 3-osalise leukogrammiga,MCHC Keskmine hemoglobiini konsentratsioon erütrotsüüdis,g/L,B-MCHC,786-4,Bld,manual
Vere automaatuuring 3-osalise leukogrammiga,MCH Keskmine hemoglobiini hulk erütrotsüüdis,pg,B-MCH,785-6,Bld,manual
Vere automaatuuring 3-osalise leukogrammiga,MCV Erütrotsüütide kesmine ruumala,fL,B-MCV,787-2,Bld,manual
Vere automaatuuring 3-osalise leukogrammiga,MPV Trombotsüütide keskmine maht,fL,B-MPV,32623-1,Bld,manual
Vere automaatuuring 3-osalise leukogrammiga,PCT Trombotsüütide hematokritt,%,B-Pct,51637-7,Bld,manual
Vere automaatuuring 3-osalise leukogrammiga,PDW Trombotsüütide anisotsütoosi näitaja,fL,B-PDW,32207-3,Bld,manual
Vere automaatuuring 3-osalise leukogrammiga,PLT Trombotsüüdid,10E9/L,B-Plt,777-3,Bld,manual
Vere automaatuuring 3-osalise leukogrammiga,RDW Erütrotsüütide anisotsütoosi näitaja,%,B-RDW-CV,788-0,Bld,manual
"Vere automaatuuring 5-osalise leukogrammiga, vereäige mikroskoopia",Eosonofiilid,%,B-Eo%,713-8,Bld,manual
"Vere automaatuuring 5-osalise leukogrammiga, vereäige mikroskoopia",Eosonofiilide arv,10E9/L,B-Eo#,711-2,Bld,manual
"Vere automaatuuring 5-osalise leukogrammiga, vereäige mikroskoopia",Eosonofiilide suhtarv,%,B-Eo%,713-8,Bld,manual
Vere automaatuuring 5-osalise leukogrammiga X,EOS#,10E9/L,B-Eo#,711-2,Bld,manual
Vere automaatuuring 5-osalise leukogrammiga X,EOS%,%,B-Eo%,713-8,Bld,manual
Vere automaatuuring ilma leukogrammita,MCHC Keskmine hemoglobiini kontsentratsioon erütrotsüüdis,g/L,B-MCHC,786-4,Bld,manual
Vere automaatuuring ilma leukogrammita,MCH Keskmine hemoglobiini hulk erütrotsüüdis,pg,B-MCH,785-6,Bld,manual
Vere automaatuuring ilma leukogrammita,MCV Erütrotsüütide keskmine ruumala,fL,B-MCV,787-2,Bld,manual
Vere automaatuuring ilma leukogrammita,MPV Trombotsüütide keskmine maht,fL,B-MPV,32623-1,Bld,manual
Vere automaatuuring ilma leukogrammita,PDW Trombotsüütide anisotsütoosi näitaja,fL,B-PDW,32207-3,Bld,manual
Vere automaatuuring ilma leukogrammita,PLT Trombotsüüdid,10E9/L,B-Plt,777-3,Bld,manual
Vere automaatuuring ilma leukogrammita,RDW-CV Erütrotsüütide anisotsütoosi näitaja,%,B-RDW-CV,788-0,Bld,manual
Vere automaatuuring ilma leukogrammita,WBC Leukotsüüdid,10E9/L,B-WBC,6690-2,Bld,manual
Vereäige mikroskoopiline uuring,Segmenttuumsed neutrofiilid,%,B-Segmenttuumsed neutrofiilid %,26505-8,Bld,manual
Vereäige mikroskoopiline uuring (hemogramm),Segmenttuumsed neutrofiilid,%,B-Segmenttuumsed neutrofiilid %,26505-8,Bld,manual
VÄL,Kaltsitonii,pmol/L,"S,P-CT",15035-9,Ser/Plas,manual
VÄL,Kaltsitoniin,pmol/L,"S,P-CT",15035-9,Ser/Plas,manual
VÄL,Segmenttuumsed neutrofiilid,%,B-Segmenttuumsed neutrofiilid %,26505-8,Bld,manual
