analysis_name,analysis_substrate,parameter_code,parameter_name,unit,count
Peitveri väljaheites immunoloogilisel meetodil,,F_Hb,hemoglobiin,-,1
Mandli vastane IgE seerumis,,S-f20_IgE,S-f14 IgE,kU/l,1
Papagoi sulgede vastane IgE seerumis,,S-e91_IgE,S-e91 IgE,kU/l,1
"Allergeenide segu fp5 -toiduallergeenide vastased IgE antikehad seerumis (munavalge, piim, nisu, tursk, maapähkel, sojauba)",,S-afp5,,kU/l,10
Uriini uuring 10-parameetrilise testribaga,,U-Strip,GLU,.,307
Insuliinisarnane kasvufaktor 1 seerumis,,S-IGF-1,S-IGF-1,ug/L,18
"Hingamisteede bakterid,PCR, rögast",,Sp-Hingamisteede_bakterid-PCR,C. pneumoniae,-,4
CBC Hemogramm,,B-CBC,PLT,10^9/l,147
Toksikoloogilised uuringud,,69475,S-EtOH(Etanool),g/l,7
VÄL,,41249,MCH,pg,3
Derm. pteronyssinus (D1),,,,,2
LTKH allhanked,,69587,S-Parvovirus B19 IgG(Parvoviiruse B19 vastane IgG),,2
Narkootilised ained uriinis,,U-Narco,Coc,-,2
"Hingamisteede viirused, PCR, ninaneelulimast",,Ns-Hingamisteede_viirused_-PCR,RSV A,-,6
Automaatuuring 3 osalise leukogrammiga (polikliinik),,B1-A3Diff,MCHC,g/l,1
"Hemoglobiin, glükeeritud, A1C fraktsioon",,B-HbA1C,Hemoglobiin glükeeritud,mmol/mol,44
"Bilirubiin üldine, konjugeeritud ja mittekonjugeeritud, seerumis",,S-Bil-kompl,DBil,µmol/l,321
Borrelia burgdorferi vastane IgM seerumis,,S-B_burgdorferi_IgM,,,3
Hematoloogilised uuringud,,614,CH(Rakuline HGB (HGB keskmine sisaldus rakus)),,71
Uriini sademe mikroskoopia,,U-Sed-m,Vahajad silindrid,-,29
Hüübimissüsteemi uuringud,,1899,PT,%,22
Mikrobioloogia analüüs,WD - <ANONYM id="20" type="per" morph="_S_ sg n"/>,MERMeropeneem,MER Meropeneem,,1
Mikrobioloogia PCR meetodil,,LegionellapneumophilaDNA,Legionella pneumophila DNA,,1
Vere automaatuuring 5-osalise leukogrammiga,,B-CBC-5Diff,PCT,%,14
Hemogramm viieosalise leukogrammiga ja normoblastidega,,B-CBC-Diff-NRBC,MCH,pg,2
Happe-alus tasakaal,paastuveri,Kloriid,Kloriid,,7
Kliiniline vereanalüüs,"",RDW-SD,RDW-SD,,3566
Hematoloogilised ja uriini uuringud,,10988,Kreatiniin(Kreatiniin),,21
Mikrobioloogilised uuringud,,144518,Ampitsilliin,,2
Happe-aluse tasakaal,,71696,tHb(Hemoglobiini fraktsioonid),g/l,5
täisveri,,B-täisveri,SR ( settereaktsioon),-,154
Mikrobioloogilised uuringud,,61842,Ofloksatsiin(Ofloksatsiin),,19
Hematoloogilised uuringud,,413,% Neutrofiilid,%,16
Hematoloogilised uuringud,,1229,RD,%,13
B-hepatiidi viiruse ümbrise vastased antikehad,,S-HBe_Ab,HBe Ab,,3
Insuliinisarnane kasvufaktor-I,,,IGF- I (Q),ng/ml,1
Mikrobioloogia analüüs,BL - <ANONYM id="25" type="per" morph="_S_ sg n"/>,Leid,Leid,,1
Allergia testid,"",butüülfenoolformaldehüüdvaik(p-tert-Butylphenol-Formaldehyd,butüülfenoolformaldehüüdvaik (p-tert-Butylphenol-Formaldehyd,,2
Happe-aluse tasakaal arteriaalses veres,,aB-ABB,BEecf,mmol/l,11
Hematoloogilised uuringud,,26,4 B-GR-%(Granulotsüütide protsent),%,1
Spetsiifiline IgE hallitusseened,,S-IgE-MP1,S-IgE-MP1,kU/L,8
Uuringut ei saanud teostada,,Pt-000,Pt-000,-,150
Tuulerõugeviiruse vastane IgG seerumis,,S-VZV_IgG,S-VZV IgG,-,1
Välisanalüüsid,,10035,S-dsDNA(dDNA kaksikahela vastane IgG seerumis),,4
PAP test,,4339,Neutrofiilid,,1
Hematoloogilised ja uriini uuringud,,11053,Vahajad silindrid(Vahajad silindrid),rakku vaateväljas,32
Väljaheite uuringud,,1292,transferrii,,19
Forelli vastane IgE seerumis,,S-f204_IgE,S-f204 IgE,kU/l,10
Mikrobioloogilised uuringud,,2151,Sp-My(Seente külv (rögast)),,8
Sõeltest,,,,,2
Uriini uuring 10-parameetrilise testribaga,,U-Strip,NIT,-,1
Narkootikumide kvalitatiivne uuring kassett-testiga,,Un-Narco,Kannabinoidid,-,1
"Hemoglobiin, glükeeritud A1C suhe",,B1-HB1CI,B1-HB1CI,mmol/mol,106
Vere automaatuuring 5-osalise leukogrammiga ja retikulotsüütidega,,B-CBC+Diff,EO%,%,1
VÄL,,44590,C difficile Ag roojas (ribaanalüüs),,2
Hemogramm kolmeosalise leukogrammiga,,B-CBC-3Diff,<ANONYM>%,%,4
HGB,,,,,111
Aer. külv nahakaapest,,,Vastus HK:66521,,1
Uriini sademe mikroskoopia,,U-Sedim,Muutusteta erütrotsüüdid (ur. sademes),-,64
Hematoloogilised uuringud,,2186,RB(Erütrotsüüdid veres),10 U/l,23
T/B-lümfotsüütide uuring,,B-Lymph,CD3+8+ suhtarv,%,4
Kliiniline vereanalüüs,"",PCT,PCT,,3572
PAP test,,2522,Eosinofiilid,,1
Hematoloogilised uuringud,,622,11 B-Baso%(Basofiilide suhtarv),%,1
Kaltsium seerumis,,S-Ca,S-Ca,mmol/l,273
Mikrobioloogilised uuringud,,583,Isoleeritud mikroo,PMÜ/ml,56
Immuunmeetoditel põhinevad uuringud,,146308,S-Cort (hommikul)( kortisool hommikul),nmol/l,24
Immuunmeetoditel uuringud,täisveri,CD3+T-rakud,CD 3+ T-rakud,,4
"Peiteveri väljaheitest, immunokromatograafiline uuring",,F-Hb-imm,Peiteveri väljaheitest,-,15
"Toiduallergeenide (paneel 73: sea-, veise-, kana-, lambaliha) vastane IgE",,S-fp73_IgE,,kU/L,1
ELISA uring ühe kohaga testplaadil,,ELISA,IgA,-,27
Punktaadi analüüs,Pleuravedelik,PlrF-Triglpleuravedelikus,PlrF-Trigl pleuravedelikus,,1
IgE- üld,,S-IgE-üld,S-IgE-üld,IU/ml,39
Hematoloogilised uuringud,,701,Erütrotsüütide settekiirus 9(Settekiirus Westergreni järgi),mm/h,1
Hematoloogilised uuringud,,1873,Grumprechti kehad,100 WBC,1
Välisanalüüsid,,10111,S-PTH( Parathormoon),,3
Uriini uuringud,,5,Leukotsüüdid(Uriini leukotsüüdid. üks parameeter 10 parameetrilisl testribal),,44
vankomütsiini baaskonsentratsioon,,"S,P-vanko",kortikotropiin,nmol/L,1
Mikrobioloogia analüüs,SF - Liikvor,CIPTsiprofloksatsiin,CIP Tsiprofloksatsiin,,1
CP,,,,,2
Hematoloogilised uuringud,,1899,Lümfotsüüdide abs arv,x 10 9/L,1
Uriini uuringud,,382,mikroalbumiin,mg/l,45
Mikrobioloogia analüüs,BL - <ANONYM id="26" type="per" morph="_S_ sg n"/>,,FTX Tsefotaksiim,,1
Kliiniline vereanalüüs,"",,LYM#,,1
Transferriin,,S-TrfS,,umol/L,2
Hematoloogilised uuringud,,626,9 B-Baso#(Basofiilide arv),/nL,1
Seente DNA veres (real-time PCR-meetodil),,B-Fungi_DNA,A.fumigatus,-,45
TBC mikrobioloogia analüüs,SP - Röga,PAS,PAS,,5
Mikrobioloogilised uuringud,,570,Ciprofloksatsiin,,206
Mikrobioloogia analüüs,BL - <ANONYM id="3" type="per" morph="_S_ sg n"/>,FRATsefuroksiim,FRA Tsefuroksiim,,1
Mikrobioloogia analüüs,BR - Bronhiaalaspiraat,AUGAmoks.klavul,AUG Amoks.klavul,,6
Uriini sademe mikroskoopia,,U-Sed-m,Leukotsütaarsilindrid (ur. sademes),-,1
Uriini uuringud,,2236,Erütrotsüüdid,,39
Inerleukiin 6 vastsündinu plasmas,,nP-IL-6,nP-IL-6,ng/l,1
Uriini analüüs,1.hommikune uriin,EryErütrotsüüdidtestribaga,Ery Erütrotsüüdid testribaga,,13
Üksikallergeeni d73 (GLYCOPHAGUS DOMESTICUS) vastased IgE antikehad seerumis,,S-ad73,S-ad73,kU/l,14
Uriini analüüs,juhuslik uriin,U-RBCErütrotsüüdid,U-RBC Erütrotsüüdid,,98
Mikrobioloogia analüüs,JT - Liigesvedelik,MGRMikroskoopiagrammijärgi,MGR Mikroskoopia grammi järgi,,2
Happe-alus tasakaal,täisveri,pH(T),pH(T),,191
Kasvaja-antigeen CA 125,,S-CA_125,S-CA 125,U/mL,386
Tundlikus haigustekitaja ravimtundlikkuse määramine(kuni 6 diski),,Cf-_tundlikus_Ureaplasma,Erythromytcin 4mg/l,-,4
S-H pylori Ab,,,,,2
Uriini analüüs,,LeuLeukotsüüdidtestribaga,Leu Leukotsüüdid testribaga,,41
GRF- kalkulaato,,,,,1
Minimaalse inhibeeriva kontsentratsiooni määramine ühes preparaadis,,Minimaalse_inhibeeriva_kon,Tsefepiim,-,1
Mikrobioloogilised uuringud,,386,F-Rota 6731(Rota viirus),,2
Väljaheite uuringud,,1420,"Tärklis, rakusisen",,7
Hematoloogilised uuringud,,19,B-Hgb(Hemoglobiin veres),g/l,1455
Hematoloogilised ja uriini uuringud,,11064,Lima(Lima),,33
Mikrobioloogilised uuringud,,57808,Ampitsillii(Ampitsilliin),,1
Vere automaatuuring 5-osalise leukogrammiga,,B-A5Diff,LYMPH#,10^9/L,168
Biokeemilised uuringud,,405,S-Bil.indir.,,48
Uriini uuringud,,703,U-Ery(Erütrotsüüdid uriinis),µl,121
Immuunmeetoditel uuringud,"",CSF-TBEVIgG/PuukentsefaliidiviirusevastaneIgGliikvori,CSF-TBEV IgG / Puukentsefaliidi viiruse vastane IgG liikvori,,1
Immuunmeetodi uuringud,,5551,Homotsüsteiin(Tartu ühendlabori immuunanalüüs Homotsüsteiini kontsentratsiooni määramine plasmas/seerumis),µmol/l,13
Kliiniline vere ja glükohemoglobiini analüüs,,,NRBC%,,4
Autoimmuundiagnostika,,71618,Müeloperoksidaas,S/CO,29
Uriini analüüs,,U-ProValk,U-Pro Valk,,50
Mikrobioloogia labor (haigla),,30260,Mupirotsiin MI,,1
Uriini uuringud,,1000,U-Glu(Gl�koos uriinis),mmol/l,1
Transferriin,,,,,1
Mikrobioloogia labor (haigla),,10378,Cf-Aer(Aeroobide uuring emakakaela eritisest),,1
Uriini sademe mikroskoopia,,U-Sed-m.,Lameepiteeli rakud,-,29
Kasvaja-antigeen 19-9,,CA_19-9,CA 19-9,kU/i,4
"Borrelia burgdorferi vastased IgG antikehad, seljaajuvedelikust",,CSF-Borr-G,"Borrelia burgdorfevii vastased IgG antikehad, seljaajuvedelikust",-,1
Biokeemia labor (haigla),,10513,S1-PS,ng/ml,1
Biokeemia labor,,10473,S2-HD,mmol/l,17
Antistreptolüsiin O,,S-ASO,S-ASO,U/L,1
Tuumaantigeenide vastased antikehad,,S-aENA,S-aScl-70,<ANONYM> unit,1
Mikrobioloogia analüüs,WD - <ANONYM id="4" type="per" morph="_S_ sg n"/>,MGRMikroskoopiagrammijärgi,MGR Mikroskoopia grammi järgi,,1
Hemostasiogramm,"",,ADP - Trombots. agregatsioon adenosiindifosfaadi toimel,,1
"S,P-Reumatoidfaktor",,,,,15
Biokeemia labor,,10460,S2-Bil-C,umol/l,4
Immuunuuringud,,44718,HE4,pmol/l,1
Vastsündinu veregrupianalüüs,,B-ABO+Rh(D),ABO veregrupp,-,12
Mikrobioloogia labor (haigla),,30276,Vankomütsiin MIK,,1
Mikrobioloogia analüüs,EO - Väliskõrva eritis,DOXDoksütsüliin,DOX Doksütsüliin,,1
Immuunmeetoditel uuringud,"",i1/spIgEmesilasesuhtes,i1 / sp IgE mesilase suhtes,,5
Mikrobioloogia analüüs,CX - Emakakaela sekreet,GENGentamütsiin,GEN Gentamütsiin,,2
Mikrobioloogilised uuringud,,67520,Nimetus(CNS),,1
"HLT, elektrolüüdid",,1659,B-N(Naatrium),mmol/l,1
Immunohematoloogia,,1171,AK(erütrotsütaarsete antikehade sõeluuring kahe erütrotsüüdiga),,98
sobitamised,,"B-,_sobitamised",Veresobitamine,-,16
Laktoosi taluvuse test 30min pärast laktoosi manustamist,,S-LTT-30min,LTT 30min pärast laktoosi manustamist,mmol/L,4
Biokeemilised uuringud,,428,Kolesterool (üld),mmol/l,3
Mikrobioloogia labor (haigla),,30123,Tsefotaksiim MIK,,6
Mikrobioloogia analüüs,WD - <ANONYM id="4" type="per" morph="_S_ sg n"/>,FUSFusidin,FUS Fusidin,,1
uriini sade,,uriini_sade,leuk.,-,5
IgA,,_IgA,IgA,g/l,3
Biokeemia analüüs,"",,S-Na (naatrium),,473
HIV ja hepatiidi uuringud,,69657,CMV IgG aviidsus (%)(Tsütomegaloviiruse vastaste IgG antikehade aviidsuse määramine),%,4
Mikrobioloogilised uuringud,,1720,F-Aden-Ag(Adenovirus`e antigeen imuunmeetodil (väljaheitest)),,64
Hemostasiogramm,"",ADPtestHS,ADPtestHS,,5
Immuunmeetoditel uuringud,seerum,suhevabaPSA/PSA,suhe vaba PSA/PSA,,85
"Mycoplasma, ureaplasma",,"M-Mycoplasma,_ureaplasma",,,75
Tsütoloogilised uuringud,,1326,Clue raku,,1
uriini autom,,U-uriini_autom,värv,-,80
Hematoloogilised uuringud,,146174,7 B-P-LCR(Trombotsüütide suurte vormide suhtarv),%,1
Kliiniline labor,,10167,HC,%,451
Mikrobioloogilised uuringud,,898,Josamüts.,,3
Testosteroon,,,S-Testo (Q),nmol/L,20
TBC mikrobioloogia analüüs,SP - Röga,MTBmääramineDNAsondideabil,MTB määramine DNA sondide abil,,1
Spetsiifiline IgE allergeenide segu suhtes,,S2-fp5_IgE,"IgE fp5 ( munavalge, piim, tursk, nisu, maapähkel, sojauba)",kU/L,3
Uriini uuringud,,9,"Erikaal(Uriini erikaal, üks parameeter 10 parameetriliseltestribal)",,45
Leukotsüüdid uriinis,,,,,1
Biokeemilised uuringud,,714,S-Cho(Kolesterool),mmol/l,69
Välisanalüüsid,,10003,S-C(Kaltsitoniin),,6
Uriini uuringud,,3,1 U-Erikaal,,1
Lateksi IgE,,,Lateksi IgE,kU/l,2
Uriini analüüs 10 parameetrili,,,,,1
Hemogramm viieosalise leukogrammiga,,B-CBC-5Diff,LYMPH#,10^9/L,44
Toksikoloogilised uuringud,,1081,U-Ba(Barbituraadid uriinis),10 ng/ml,1
Hematoloogilised uuringud,,21,3 E-MCHC(Keskmine hemoglobiinikontsentratsioon erütrotsüüdis),g/l,2
Mikrobioloogia analüüs,BL - <ANONYM id="3" type="per" morph="_S_ sg n"/>,CIPTsiprofloksatsiin,CIP Tsiprofloksatsiin,,3
Vere automaatuuring 5-osalise leukogrammiga,,B1-CBC+Diff,MONO Monotsüütide absoluutarv,10*9/L,3
Uriini uuringud,,1508,Urobilinogeen,,9
Trichomonas vaginalis DNA tupekaapes,,Vag-T_vaginalis_DNA,Trichomonas vaginalis DNA,-,1
Happe-aluse tasakaal arteriaalses veres,,aB-pH,<ANONYM>,mmol/L,115
HIV-1 antiretroviirusravimite genotüüpilise resistentsuse uuring verest,,B-HIV-1_ARVDres,EFV,-,2
Mikrobioloogia analüüs,BL - <ANONYM id="52" type="per" morph="_S_ sg n"/>,,Leid,,1
Hematoloogilised uuringud,,29,1 RDW%,,6
Mikrobioloogia analüüs,SW - Kir.haav,CIPTsiprofloksatsiin,CIP Tsiprofloksatsiin,,3
proBNP,,,,,1
Olme- ja epidermaalsed allergeenid,,Sk-OEA,Puhastusvahend 1,mm,1
Immuunmeetoditel uuringud,"",w7/spIgEkarikakrasuhtes,w7 / sp IgE karikakra suhtes,,4
Spetsiifiline IgE allergeenide segu suhtes,,S-IgE-Mix,S-IgE-Mix,-,3
Epstein-Barr viiruse vastased antikehad (EBV),,EBV,Epstein-Barr viiruse vastased antikehad (EBV) IgM,-,2
Mikrobioloogilised uuringud,,1792,"Pst-Anae(Anaeroobse mikrofloora külv (mädast, tampooniga))",,1
"HLT, elektrolüüdid",,1781,SBE(aluste liig),mmol/l,1
Seroloogiline analüüs,"",,Veregrupp 66400,,6
Immuunmeetoditel põhinevad uuringud,,1643,S-b-hC(Koorioni gonadotropiini beetaalaühik),U/l,11
Erütrotsütaarsed antikehade (tüpiseerimine),,B-aRBCtyp,Erütrotsütaarsete antikehade tüpiseerimine ühel panel,-,1
Glükoosi taluvuse test -- 1,,P-GTT-1,1 tund peale glükoosi manustamist,mmol/L,1
Hematoloogilised uuringud,,617,7 B-MPV(Trombotsüütide keskmine maht),fL,1
Mikrobioloogilised uuringud,,502,infektsioo,,3
Biokeemia analüüs,"",S-Immfix(immuunfiksatsioonmonoklonaalsetele,S-Immfix (immuunfiksatsioon monoklonaalsetele,,33
Mikrobioloogia analüüs,BL - <ANONYM id="24" type="per" morph="_S_ sg n"/>,FEPTsefepiim,FEP Tsefepiim,,1
Protrombiini indeks,,,,,5
folaat paastuseerumis,,fS-Fol,fS-Fol,-,4
Uriini sademe mikroskoopia,,U-Sedim,Granulaarsed silindrid,-,51
Biokeemia analüüs,seerum,fS-Fe(raud),fS-Fe (raud),,4
Mikrobioloogilised uuringud,,59336,Gentamütsiin(Gentamütsiin),,6
Immuunmeetoditel uuringud,"",f79spIgEgluteenisuhtes,f79 sp IgE gluteeni suhtes,,3
Välisanalüüsid,,10125,S-TBEV Ig(Puukentsefaliidi viiruse vastane IgM),,1
Vere automaatuuring 5-osalise leukogrammiga,,B-CBC+Diff,LYMPH Lümfotsüütide absoluutarv,10*9/L,1866
Viiruste DNA/RNA ninakaapes,,Ns-Vir-PCR,Parainfluenza virus,-,4
"HLT, elektrolüüdid",,1657,B-iCa(Ioniseeritud kaltsium),mmol/l,5
Uriini analüüs 10 parameetrilise testribaga,,U-Strip,<ANONYM>,-,65
Biokeemia analüüs,,,S-LDL-Chol (LDL kolesterool),,10
Mikrobioloogia analüüs,WD - <ANONYM id="12" type="per" morph="_S_ sg n"/>,Leid,Leid,,2
PAP test,,4254,Soovitused,,4
Hematoloogilised uuringud,,1148,Müelotsüüdid,%,2
Happe-aluse tasakaalu uuring,,aB-pH,pH,,40
Biokeemia analüüs,,nP-iCa(pH),nP-iCa(pH),,3
Autoimmuundiagnostika,,71601,Ro-52,,8
Immuunanalüüsid II,,545,HIV ag + Ak,,8
glükohemoglobiin,,B-HbA1C,B-HbA1C,%,160
EO%,,,,,64
Vaba trijoodtüroniin,,S-fT3 ,S-fT3,pmol/L,19
Streptococcus agalactiae (beeta-hemolüütilise B grupi streptokoki) uuring tupeeritisest,,Va-Str,Streptococcus agalactiae (b-hemolüütilise B grupi streptokoki) uuring tupee,,5
Vere automaatuuring 3-osalise leukogrammiga,,B-A3Diff,,pg,5
Valkude fraktsioonid seerumis,,S-Prot-Fr,Alfa-2-globuliin,,1
Biokeemia analüüs,"",S-Na(naatrium),S-Na (naatrium),,6530
Müoglobiin,,_S-Myogl,S-Myogl,ng/ml,4
Biokeemia labor,,10510,S-TSH,mlU/L,206
Erinevad laboratoorsed uuringud,,316-Välisuuringud,S-fLamda (L- vabad kerged ahelad),-,2
Kliiniline vere ja glükohemoglobiini analüüs,"",,Eosinofiilid,,32
B-WBC,,,,,22
Doonorvere sobivusproov geeltehnikaga,,B-XmB-g,3. sobivusproov,-,26
Doonorvere sobivusproov geeltehnikaga,,B-XmB-g,1.Sobivus,-,102
Biokeemia analüüs,seerum,S-IgG(immuunglobuliinG),S-IgG (immuunglobuliin G),,1
Mikrobioloogia analüüs,WD - <ANONYM id="53" type="per" morph="_S_ sg n"/>,FEPTsefepiim,FEP Tsefepiim,,1
Vere automaatuuring 5-osalise leukogrammiga X,,B-CBC+Diff,<ANONYM>#,10^9/L,13
"Seljaajuvedeliku uuring, tsütoos",,CSF-WBC,Neutrofiilsed leukotsüüdid,-,3
Seroloogilised uuringud,,147085,Lõplik vastus S-Borr IgM W(Borrelioos WB IgM (kinnitav test) seerumist ja liikvorist (aBorrWBM)),,1
B-hepatiidi viiruse pinnaantigeen seerumis,,S-HBsAg,S-HBsAg,-,98
Välisanalüüsid,,10282,S- S100(Kasvajamarker S100),,3
Biokeemia analüüs,"",S-ALP(aluselinefosfataas),S-ALP (aluseline fosfataas),,1832
Pleuravedeliku leukotsüüdid,,PlrF-WBC,PlrF-WBC,x10\6/l,2
Borrelia burgdorferi immunoblot analüüs,,S-Borr-immblot,Borrelia burgdorferi IgG immunoblot,-,1
Mikrobioloogia analüüs,BL - <ANONYM id="8" type="per" morph="_S_ sg n"/>,GENGentamütsiin,GEN Gentamütsiin,,2
Mycoplasma pneumoniae vastased IgG-antikehad,,S-aMypnG,S-aMypnG,EIU,1
Giardia lamblia antigeeni immuunkromatograafiline uuring roojast,,St-G_lamblia_Ag,St-G lamblia Ag,-,5
Hematoloogilised uuringud,,625,7 B-Lymph#(Lümfotsüütide arv),/nL,1
B-Vere äigepreparaadi mikroskoopia,,,Lümfotsüüdid,%,6
Immuunmeetoditel põhinevad uuringud,,69565,UH teostamise kuupäev,,2
Immuunmeetoditel uuringud,"",,f6 / sp IgE odra suhtes,,1
PAP test,,2417,Põletiku tekitajad,,1
Erütrotsütaarsete antikehade sõeltest geeltehnikaga (2 erütrots),,B-aRBC-g,B-aRBC-g,-,8
"Etanool,etüeenglükool",,Cf-PrepG,Conococcus Neisseria,.,15
Immuunmeetoditel põhinevad uuringud,,789,S-fPSA( Vaba prostataspetsiifiline antigeen),µg/l,116
ASO,,,,,4
Biokeemia analüüs,seerum,S-PropGlypropüleenglükoolveres,S-PropGly propüleenglükool veres,,1
Hemogramm,,B1-Hemo,Kepptuumsed neutrofiilid,%,110
Mikrobioloogia analüüs,UR - Keskjoa uriin,MIKMikroobid,MIK Mikroobid,,427
Mikrobioloogia analüüs,WD - <ANONYM id="3" type="per" morph="_S_ sg n"/>,FEPTsefepiim,FEP Tsefepiim,,1
Happe-aluse tasakaal,,71686,pH(Vesinikiooni kontsentratsioon),,1
"Epidermaalsete allergeenide (paneel 70: merisea, jänese, hamstri epiteel, rott, hiir) vastane IgE",,S-ep70_IgE,S-ep70 IgE,kU/L,9
Immunohematoloogilised uuringud,,1907,ABO veregrupp,,3
Mikrobioloogia PCR meetodil,,ChlamydophilapneumoniaeDNA,Chlamydophila pneumoniae DNA,,1
Mikrobioloogia labor (haigla),,30342,Mikroobi kogus,,5
Hematoloogilised uuringud,,320,MCHC,g/l,2
Immuunmeetoditel uuringud,"",EBVIgGpaneel,EBV IgG paneel,,5
Mikrobioloogia labor (haigla),,30217,Piperatsilliin+tasobaktaam MI,,1
Immuunuuringud,,43562,Insuliin,mIU/l,1
Hematoloogia,,38,Lümfotsüüdid(Lümfotsüütide absoluutarv),10 l,126
Borrelia burgdorferi vastane IgM,,CSF_B_burgdorferi_Ig_M,CSF B burgdorferi Ig M,-,2
Fibriini D-dimeerid,,P-D-Di,D-dimeerid,µg/mL,105
Väljast tellitud analüüsid,"",LegionellaIgM(ser.1-7),Legionella IgM (ser.1-7),,1
Treponema pallidum vastane IgG seerumis (kinnitav uuring),,S2-T_pallidum_IgG_conf,S2-T pallidum IgG conf,-,3
Immuunmeetoditel uuringud,seerum,e5/spIgEkoerasuhtes,e5 / sp IgE koera suhtes,,11
"Algmaterjali mikroskoopiline uuring, tupeeritis",,Va-PrepG,Leukotsüüdid,.,21
Treponema pallidumi vastased IgM-antikehad,,S-aTrpM,S-aTrpM,-,1
Trombiini aeg,,TT,TT,s,13
VÄL,,41480,Paragripi viiruse 1-4 IgM,,1
Leukogramm seljaajuvedelikus,,CSF-Diff_,NEUT%,%,1
Immuunuuringud,,1398,HE,pmol/l,2
Allergeenspetsiifilised IgE antikehad,,S-Toidu-IgE-(20),Munakollane,-,1
Mikrobioloogia labor (haigla),,30219,Tseftasidiim MI,,1
Hüübimissüsteemi uuringud,,823,D-Dimeer(Fibriini D-dimeerid),µg/ml,60
Kliinilise keemia uuringud,,40163,Transferriini küllastatus,%,6
"HLT, elektrolüüdid",,1658,B-K(Kaalium),mmol/l,6
Uriini uuringud,,1006,U-Bi(Bilirubiin uriinis),µmol/l,377
Vere automaatuuring 5-osalise leukogrammiga,,B1-A5Diff,MONO% Monotsüütide suhtarv,%,97
Transferriin,,S-Trf,S-Trf,g/L,2
Mikrobioloogilised uuringud,,897,Doksots.,,3
Allergia testid,"",koobaltkloriid(Kobaltchlorid)x6H2O1%,koobaltkloriid (Kobaltchlorid) x 6H2O 1%,,2
Tundlikus haigustekitaja ravimtundlikkuse määramine(kuni 6 diski),,Cf-_tundlikus_Ureaplasma,Clindamycin 2mg/l,-,4
Mikrobioloogia analüüs,SW - Kir.haav,FOXTsefoksitiin,FOX Tsefoksitiin,,1
Spetsiifiline IgE koduloomade paneel EP1,,S2-IgE-EP1,"EP1 kass, hobune, veis, koer",kU/L,7
Hematoloogilised uuringud,,611,B-MCH(Keskmine hemoglobiini kogus erütrotsüüdis),pg,2069
Kasvaja-antigeen CA 19-9,,S-CA_19-9,S-CA 19-9,U/mL,101
Hematoloogilised ja uriini uuringud,,11120,PD(PDW),fL,148
"Bilirubiin, üldine",,S-Bil,Bilirubiin üldine,umol/L,1494
Mikrobioloogia analüüs,WD - <ANONYM id="12" type="per" morph="_S_ sg n"/>,FRATsefuroksiim,FRA Tsefuroksiim,,1
PAP test,,4208,Lümfotsüüdid,,46
Bakterite DNA liikvoris,,CSF-Bac-PCR,N meningitidis,-,2
Uriini sademe mikroskoopia,,U-Sedim,Transitoorne epiteel,-,268
Biokeemia labor (haigla),,10575,Glükoos 1. kordu,mmol/l,5
Hematoloogilised uuringud,,32,3 PCT,%,2
Kliinilise keemia uuringud,,138,S-GGT(Gamma-Glutamüüli transferaas),U/l,426
Biokeemilised uuringud,,409,Hgb,g/l,52
Valkude fraktsioonid seerumis elektroforeetiliselt,,S-Prot-Fr,a1-globuliin,.,2
Hematoloogilised ja uriini uuringud,,11099,LYMPH(LYMPH%),%,164
Happe-alus tasakaal,täisveri,pO2(A),pO2(A),,165
Uriini analüüs,,ClaLäbipaistvus,Cla Läbipaistvus,,37
Uriini analüüs,"",Granulaarsilindrid,Granulaarsilindrid,,33
Trichomonas vaginalis PCR-meetodil emakakanalikaapest,,Cx-Trva-PCR,Cx-Trva-PCR,-,30
Neutrofiilide tsütoplasma vastased antikehad,,S-ANCA,C-aNCA,-,1
"Mycoplasma genitalium, PCR,",,Um-Myc,"Mycoplasma genitalium, PCR,ureetrast",-,2
Vere automaatuuring 3-osalise leukogrammiga,,B-CBC-3Diff,,fl,7
Mikrobioloogia analüüs,BL - <ANONYM id="14" type="per" morph="_S_ sg n"/>,,MER Meropeneem,,1
Autoimmuunuuringud,,40383,ANA IgG tiiter,,1
Happe-alus tasakaal,Venoosne veri,Bikarbobnaat,Bikarbobnaat,,1
Mikrobioloogia analüüs,,,<ANONYM> eesmärk,,2
Immuunmeetoditel uuringud,seerum,"S-p,cANCA/NeutrofiilidetsütoplasmavastaneIgGseerumis","S-p,cANCA/Neutrofiilide tsütoplasma vastane IgG seerumis",,50
PAP test: Tservikaalkanal,,3346,Lümfotsüüdi,,1
Happe-aluse tasakaal arteriaalses veres,,aB-ABB,FIO2,-,24
Koprogramm ehk facese lihtuuring,,F-Copro,Lima,-,1
Ureaplasma urealyticum DNA emakakanalikaapes,,Cx-U_urealyticum_DNA,Ureaplasma urealyticum DNA,-,7
Mikrobioloogilised uuringud,,912,Azitromüts.,,3
Mikrobioloogilised uuringud,,71199,Oksatsilliin(Oksatsilliin),,1
Uriini uuringud,,3510,Glükoos,,1
Immuunuuringud,,10580,S-CEA(kartsioembrionaalne antigeen),U/ml,4
Immuunmeetoditel uuringud,"",,S-TGAb / Türeoglobuliini vastane IgG seerumis,,4
uriini automaat uriinivalguga,,U-uriini_automaat_uriinivalguga,erikaal,-,6
Allergia uuringud,,3623,Kreeka pähkel,,7
