analysis_name,t_lyhend,t_nimetus,kasutatav_nimetus,loinc_code,substrate,evidence
Homotsüsteiini ainevahetus - MTHFR geeni c.677C>T ja c.1298A>C mutatsioonid (paneel),"B-MTHFR c.677C>T, c.1298A>C panel",Homotsüsteiini ainevahetus - MTHFR geeni c.677C>T ja c.1298A>C mutatsioonid (paneel),Homotsüsteiini ainevahetus - MTHFR geeni c.677C>T ja c.1298A>C mutatsioonide paneel,L-1357,,t_nimetus
HPV DNA ja vedelikupõhise tsütoloogia paneel,"Cx-HPV DNA, LBC panel",Inimese papilloomiviiruse DNA ja vedelikupõhine tsütoloogia emakakaelakanalikaapest (paneel),HPV DNA ja vedelikupõhise tsütoloogia paneel,L-5027,,kasutatav_nimetus
HPV DNA paneel,XXX-HPV DNA panel,"Inimese papilloomiviiruse (HPV16, HPV18, HPV kõrge riski genotüüpide)  DNA (paneel)",HPV DNA paneel,L-2712,,kasutatav_nimetus
"HSV1,2 DNA paneel","XXX-HSV1,2 DNA panel",Lihtherpeseviiruse 1. ja 2. tüübi DNA (paneel),"HSV1,2 DNA paneel",L-2711,,kasutatav_nimetus
"HSV1,2 IgG paneel (kinnitav)","S,P-HSV1,2 IgG panel conf","Lihtherpesviiruse 1. ja 2. tüübi vastane IgG seerumis/plasmas (paneel, kinnitav uuring)","HSV1,2 IgG paneel (kinnitav)",L-4634,,kasutatav_nimetus
"HSV1,2 IgG paneel liikvoris (kinnitav)","CSF-HSV1,2 IgG panel conf","Lihtherpesviiruse 1. ja 2. tüübi vastane IgG liikvoris (paneel, kinnitav uuring)","HSV1,2 IgG paneel liikvoris (kinnitav)",L-4631,,kasutatav_nimetus
"HSV1,2 IgM paneel (kinnitav)","S,P-HSV1,2 IgM panel conf","Lihtherpesviiruse 1. ja 2. tüübi vastane IgM seerumis/plasmas (paneel, kinnitav uuring)","HSV1,2 IgM paneel (kinnitav)",L-4635,,kasutatav_nimetus
"HSV1,2 IgM paneel liikvoris (kinnitav)","CSF-HSV1,2 IgM panel conf","Lihtherpesviiruse 1. ja 2. tüübi vastane IgM liikvoris (paneel, kinnitav uuring)","HSV1,2 IgM paneel liikvoris (kinnitav)",L-4633,,kasutatav_nimetus
"HSV1, HSV2, VZV DNA paneel","XXX-HSV1, HSV2, VZV DNA panel",Lihtherpesviiruse 1. ja 2. tüübi ja tuulerõugeviiruse DNA (paneel),"HSV1, HSV2, VZV DNA paneel",L-4821,,kasutatav_nimetus
Hulgimüeloomi paneel luuüdist (FISH),Bm-MM panel FISH,Hulgimüeloomi paneel luuüdist (FISH),Hulgimüeloomi paneel luuüdist (FISH),L-4551,,t_nimetus
Hüpolaktaasia täiskasvanutel - LCT geeni c.-13910C>T ja c.-22018G>A variandid (paneel),"B-LCT c.-13910C>T, c.-22018G>A panel",Hüpolaktaasia täiskasvanutel - LCT geeni c.-13910C>T ja c.-22018G>A variandid (paneel),Hüpolaktaasia täiskasvanutel - LCT geeni c.-13910C>T ja c.-22018G>A variantide paneel,L-4060,,t_nimetus
Hüpolaktaasia täiskasvanutel - LCT geeni c.-13910C>T ja c.-22018G>A variantide paneel,"B-LCT c.-13910C>T, c.-22018G>A panel",Hüpolaktaasia täiskasvanutel - LCT geeni c.-13910C>T ja c.-22018G>A variandid (paneel),Hüpolaktaasia täiskasvanutel - LCT geeni c.-13910C>T ja c.-22018G>A variantide paneel,L-4060,,kasutatav_nimetus
IgE paneel (ISAC),"S,P-IgE panel (ISAC)","Immuunglobuliin E seerumis/plasmas (paneel, ISAC)",IgE paneel (ISAC),L-5084,,kasutatav_nimetus
IgG alaklassid 1-4,"S,P-IgG 1-4 panel",Immuunglobuliin G alaklassid 1-4 seerumis/plasmas,IgG alaklassid 1-4,47290-2,Bld,kasutatav_nimetus
Ihtüoos - FLG geeni c.1501C>T ja c.2282-2285del mutatsioonide paneel,"B-FLG c.1501C>T, c.2282-2285del panel",Ihtüoos - FLG geeni c.1501C>T ja c.2282-2285del mutatsioonid (paneel),Ihtüoos - FLG geeni c.1501C>T ja c.2282-2285del mutatsioonide paneel,L-5037,,kasutatav_nimetus
Ihtüoos - FLG geeni c.1501C>T ja c.2282-2285del mutatsioonid (paneel),"B-FLG c.1501C>T, c.2282-2285del panel",Ihtüoos - FLG geeni c.1501C>T ja c.2282-2285del mutatsioonid (paneel),Ihtüoos - FLG geeni c.1501C>T ja c.2282-2285del mutatsioonide paneel,L-5037,,t_nimetus
IL28B paneel,B-IL28B panel,Interleukiin 28B geenivariandid (paneel),IL28B paneel,L-4183,,kasutatav_nimetus
"Immuunglobuliin E seerumis/plasmas (paneel, ISAC)","S,P-IgE panel (ISAC)","Immuunglobuliin E seerumis/plasmas (paneel, ISAC)",IgE paneel (ISAC),L-5084,,t_nimetus
Immuunglobuliin G alaklassid 1-4 seerumis/plasmas,"S,P-IgG 1-4 panel",Immuunglobuliin G alaklassid 1-4 seerumis/plasmas,IgG alaklassid 1-4,47290-2,Bld,t_nimetus
Immuunglobuliinide paneel,"S,P-Ig panel",Immuunglobuliinid seerumis/plasmas (paneel),Immuunglobuliinide paneel,34550-4,Bld,kasutatav_nimetus
Immuunglobuliinid seerumis/plasmas (paneel),"S,P-Ig panel",Immuunglobuliinid seerumis/plasmas (paneel),Immuunglobuliinide paneel,34550-4,Bld,t_nimetus
Infliksimab ja Infliksimabi-vastane IgG seerumis/plasmas (paneel),"S,P-Infliximab, Infliximab IgG panel",Infliksimab ja Infliksimabi-vastane IgG seerumis/plasmas (paneel),"Infliksimab (Remicade, Remsia, Inflectra) ja Infliximab IgG paneel",L-3644,,t_nimetus
"Infliksimab (Remicade, Remsia, Inflectra) ja Infliximab IgG paneel","S,P-Infliximab, Infliximab IgG panel",Infliksimab ja Infliksimabi-vastane IgG seerumis/plasmas (paneel),"Infliksimab (Remicade, Remsia, Inflectra) ja Infliximab IgG paneel",L-3644,,kasutatav_nimetus
"Inhaleeritavate allergeenide (Dermatophagoides pteronyssinus, Dermatophagoides farinae, lepp, arukask, sarapuu, tamm, heintaimede segu, rukis, puju, teeleht,  kass, hobune, koer, merisiga, hamster, jänes, Penicillium notatum, Cladosporium herbarum, Aspergillus fumigatus,  Alternaria alternata) vastane IgE seerumis/plasmas (immunoblot)","S,P-Inh IgE panel IB","Inhaleeritavate allergeenide (Dermatophagoides pteronyssinus, Dermatophagoides farinae, lepp, arukask, sarapuu, tamm, heintaimede segu, rukis, puju, teeleht,  kass, hobune, koer, merisiga, hamster, jänes, Penicillium notatum, Cladosporium herbarum, Aspergillus fumigatus,  Alternaria alternata) vastane IgE seerumis/plasmas (immunoblot)",Inhaleeritavate allergenide IgE paneel (immunoblot),L-4064,,t_nimetus
Inhaleeritavate allergenide IgE paneel (immunoblot),"S,P-Inh IgE panel IB","Inhaleeritavate allergeenide (Dermatophagoides pteronyssinus, Dermatophagoides farinae, lepp, arukask, sarapuu, tamm, heintaimede segu, rukis, puju, teeleht,  kass, hobune, koer, merisiga, hamster, jänes, Penicillium notatum, Cladosporium herbarum, Aspergillus fumigatus,  Alternaria alternata) vastane IgE seerumis/plasmas (immunoblot)",Inhaleeritavate allergenide IgE paneel (immunoblot),L-4064,,kasutatav_nimetus
"Inimese immuunpuudulikkuse viiruse 1.ja 2. tüübi RNA, C-hepatiidi viiruse RNA, B-hepatiidi viiruse DNA seerumis/plasmas (paneel)","S,P-HIV1,2 RNA, HCV RNA, HBV DNA panel","Inimese immuunpuudulikkuse viiruse 1.ja 2. tüübi RNA, C-hepatiidi viiruse RNA, B-hepatiidi viiruse DNA seerumis/plasmas (paneel)","HIV1,2 RNA, HCV RNA, HBV DNA paneel",L-576,,t_nimetus
Inimese immuunpuudulikkuse viiruse 1. tüübi resistentsusmutatsioonid antiretroviirusravimite suhtes (paneel),P-HIV1 res mut panel,Inimese immuunpuudulikkuse viiruse 1. tüübi resistentsusmutatsioonid antiretroviirusravimite suhtes (paneel),HIV1 resitentsusmutatsioonide paneel,L-4434,,t_nimetus
Inimese papilloomiviiruse DNA ja vedelikupõhine tsütoloogia emakakaelakanalikaapest (paneel),"Cx-HPV DNA, LBC panel",Inimese papilloomiviiruse DNA ja vedelikupõhine tsütoloogia emakakaelakanalikaapest (paneel),HPV DNA ja vedelikupõhise tsütoloogia paneel,L-5027,,t_nimetus
"Inimese papilloomiviiruse (HPV16, HPV18, HPV kõrge riski genotüüpide)  DNA (paneel)",XXX-HPV DNA panel,"Inimese papilloomiviiruse (HPV16, HPV18, HPV kõrge riski genotüüpide)  DNA (paneel)",HPV DNA paneel,L-2712,,t_nimetus
Insuliini stimulatsioonitest,Insulin stimulation test,Insuliini stimulatsioonitest,Insuliini stimulatsioonitest,L-5339,,t_nimetus
Insulin stimulation test,Insulin stimulation test,Insuliini stimulatsioonitest,Insuliini stimulatsioonitest,L-5339,,t_lyhend
Interleukiin 28B geenivariandid (paneel),B-IL28B panel,Interleukiin 28B geenivariandid (paneel),IL28B paneel,L-4183,,t_nimetus
Is-Ab panel,Is-Ab panel,Antibiootikumtundlikkuse paneel,Antibiootikumtundlikkuse paneel,29576-6,Isolate,t_lyhend
Is-LIN panel,Is-LIN panel,Tuberkuloositekitajate ravimtundlikkuse paneel LIN,Ravimtundlikkuse paneel LIN,L-2777,,t_lyhend
Is-PZA panel,Is-PZA panel,Tuberkuloositekitajate ravimtundlikkuse paneel PZA,Ravimtundlikkuse paneel PZA,L-2775,,t_lyhend
Is-Reserve panel,Is-Reserve panel,Tuberkuloositekitajate ravimtundlikkuse paneel reservrida,Ravimtundlikkuse paneel reservrida,L-2776,,t_lyhend
Is-SIRE panel,Is-SIRE panel,Tuberkuloositekitajate ravimtundlikkuse paneel SIRE,Ravimtundlikkuse paneel SIRE,L-2774,,t_lyhend
"Kaasasündinud bilateraalne vas deferensi puudumine (CBAVD) - CFTR geeni p.F508del, 394delTT, IVS8 5T/7T/9T mutatsioonide paneel","B-CFTR p.F508del, 394delTT, IVS8 5T/7T/9T panel","Kaasasündinud bilateraalne vas deferensi puudumine (CBAVD) - CFTR geeni p.F508del, 394delTT, IVS8 5T/7T/9T mutatsioonid (paneel)","Kaasasündinud bilateraalne vas deferensi puudumine (CBAVD) - CFTR geeni p.F508del, 394delTT, IVS8 5T/7T/9T mutatsioonide paneel",L-1395,,kasutatav_nimetus
"Kaasasündinud bilateraalne vas deferensi puudumine (CBAVD) - CFTR geeni p.F508del, 394delTT, IVS8 5T/7T/9T mutatsioonid (paneel)","B-CFTR p.F508del, 394delTT, IVS8 5T/7T/9T panel","Kaasasündinud bilateraalne vas deferensi puudumine (CBAVD) - CFTR geeni p.F508del, 394delTT, IVS8 5T/7T/9T mutatsioonid (paneel)","Kaasasündinud bilateraalne vas deferensi puudumine (CBAVD) - CFTR geeni p.F508del, 394delTT, IVS8 5T/7T/9T mutatsioonide paneel",L-1395,,t_nimetus
Kaltsitoniini stimulatsioonitest kaltsiumiga,Calcitonin stimulation test (Ca),Kaltsitoniini stimulatsioonitest kaltsiumiga,Kaltsitoniini stimulatsioonitest kaltsiumiga,L-3479,,kasutatav_nimetus
Karnitiinide paneel (MS/MS),"S,P-Carnitines panel MS/MS","Karnitiinid seerumis/plasmas (paneel, MS/MS)",Karnitiinide paneel (MS/MS),L-3369,,kasutatav_nimetus
"Karnitiinid seerumis/plasmas (paneel, MS/MS)","S,P-Carnitines panel MS/MS","Karnitiinid seerumis/plasmas (paneel, MS/MS)",Karnitiinide paneel (MS/MS),L-3369,,t_nimetus
Kase ja timuti õietolmu IgE paneel (immunoblot),"S,P-Bet,Phl IgE panel IB","Kase ja timuti õietolmu vastane IgE seerumis/plasmas (paneel, immunoblot)",Kase ja timuti õietolmu IgE paneel (immunoblot),L-4654,,kasutatav_nimetus
"Kase ja timuti õietolmu vastane IgE seerumis/plasmas (paneel, immunoblot)","S,P-Bet,Phl IgE panel IB","Kase ja timuti õietolmu vastane IgE seerumis/plasmas (paneel, immunoblot)",Kase ja timuti õietolmu IgE paneel (immunoblot),L-4654,,t_nimetus
Kasvuhormooni stimulatsioonitest arginiiniga,GH stimulation test (arginine),Kasvuhormooni stimulatsioonitest arginiiniga,Kasvuhormooni stimulatsioonitest arginiiniga,L-3481,,kasutatav_nimetus
Kasvuhormooni stimulatsioonitest glükagooniga,GH stimulation test (glycagon),Kasvuhormooni stimulatsioonitest glükagooniga,Kasvuhormooni stimulatsioonitest glükagooniga,L-3480,,t_nimetus
Katehhoolamiinide metaboliidid ööpäevases uriinis (panel),dU-Catechol panel,Katehhoolamiinide metaboliidid ööpäevases uriinis (panel),Katehhoolamiinide metaboliitide paneel ööpäevases uriinis,L-1969,,t_nimetus
Katehhoolamiinide metaboliitide paneel ööpäevases uriinis,dU-Catechol panel,Katehhoolamiinide metaboliidid ööpäevases uriinis (panel),Katehhoolamiinide metaboliitide paneel ööpäevases uriinis,L-1969,,kasutatav_nimetus
Kemokiinretseptorite CCR5del32 ja CCR2 p.V64I geenivariandid (paneel),"B-CCR5del32, CCR2 p.V64I panel",Kemokiinretseptorite CCR5del32 ja CCR2 p.V64I geenivariandid (paneel),Kemokiinretseptorite CCR5del32 ja CCR2 p.V64I geenivariantide paneel,L-2746,,t_nimetus
Kemokiinretseptorite CCR5del32 ja CCR2 p.V64I geenivariantide paneel,"B-CCR5del32, CCR2 p.V64I panel",Kemokiinretseptorite CCR5del32 ja CCR2 p.V64I geenivariandid (paneel),Kemokiinretseptorite CCR5del32 ja CCR2 p.V64I geenivariantide paneel,L-2746,,kasutatav_nimetus
Kilpnäärmepakett,"S,P-Kilpnäärmepakett",Kilpnäärmepakett,Kilpnäärmepakett,L-3822,,kasutatav_nimetus
KLL paneel (FISH),B-CLL panel FISH,Kroonilise lümfoleukeemia paneel verest (FISH),KLL paneel (FISH),L-4563,,kasutatav_nimetus
KLL paneel luuüdist (FISH),Bm-CLL panel FISH,Kroonilise lümfoleukeemia paneel luuüdist (FISH),KLL paneel luuüdist (FISH),L-4565,,kasutatav_nimetus
Kolesterool QC paneel,"S,P-Chol QC panel",Kolesterool seerumis/plasmas (paneel kvaliteedikontrolliks),Kolesterool QC paneel,L-4860,,kasutatav_nimetus
Kolesterool seerumis/plasmas (paneel kvaliteedikontrolliks),"S,P-Chol QC panel",Kolesterool seerumis/plasmas (paneel kvaliteedikontrolliks),Kolesterool QC paneel,L-4860,,t_nimetus
Komplemendi süsteemi sõeluuring seerumis (paneel),S-C1-C9 screen panel,Komplemendi süsteemi sõeluuring seerumis (paneel),Komplemendi süsteemi sõeluuringu paneel,74519-0,Bld,t_nimetus
Komplemendi süsteemi sõeluuringu paneel,S-C1-C9 screen panel,Komplemendi süsteemi sõeluuring seerumis (paneel),Komplemendi süsteemi sõeluuringu paneel,74519-0,Bld,kasutatav_nimetus
Koorioni gonadotropiini stimulatsioonitest,HCG test,Koorioni gonadotropiini stimulatsioonitest,HCG test,L-3488,,t_nimetus
Kortikotropiini vabastava hormooni stimulatsioonitest,CRH test,Kortikotropiini vabastava hormooni stimulatsioonitest,CRH test,L-3476,,t_nimetus
Kp antigeenid,B-RBC K little p Ag,Kp antigeenid,Kp antigeenid,L-5286,,t_nimetus
Kreatiini ja guanidinoatsetaadi paneel,"S,P-Creatine, guanidinoacetate panel",Kreatiini ja guanidinoatsetaadi seerumis/plasmas (paneel),Kreatiini ja guanidinoatsetaadi paneel,L-5266,,kasutatav_nimetus
Kreatiini ja guanidinoatsetaadi paneel uriinis,"U-Creatine, guanidinoacetate panel",Kreatiin ja guanidinoatsetaat uriinis (paneel),Kreatiini ja guanidinoatsetaadi paneel uriinis,L-3189,,kasutatav_nimetus
Kreatiini ja guanidinoatsetaadi seerumis/plasmas (paneel),"S,P-Creatine, guanidinoacetate panel",Kreatiini ja guanidinoatsetaadi seerumis/plasmas (paneel),Kreatiini ja guanidinoatsetaadi paneel,L-5266,,t_nimetus
Kreatiin ja guanidinoatsetaat uriinis (paneel),"U-Creatine, guanidinoacetate panel",Kreatiin ja guanidinoatsetaat uriinis (paneel),Kreatiini ja guanidinoatsetaadi paneel uriinis,L-3189,,t_nimetus
Kreatiniin seerumis,"S,P-Crea",Kreatiniin,Kreatiniin seerumis/plasmas,14682-9,bld,manual
Kroonilise lümfoleukeemia paneel luuüdist (FISH),Bm-CLL panel FISH,Kroonilise lümfoleukeemia paneel luuüdist (FISH),KLL paneel luuüdist (FISH),L-4565,,t_nimetus
Kroonilise lümfoleukeemia paneel verest (FISH),B-CLL panel FISH,Kroonilise lümfoleukeemia paneel verest (FISH),KLL paneel (FISH),L-4563,,t_nimetus
Krooniliste müeloproliferatiivsete haiguste mutatsioonide paneel,XXX-MPN mutations panel,Krooniliste müeloproliferatiivsete haiguste mutatsioonid (paneel),Krooniliste müeloproliferatiivsete haiguste mutatsioonide paneel,L-5003,,kasutatav_nimetus
Krooniliste müeloproliferatiivsete haiguste mutatsioonid (paneel),XXX-MPN mutations panel,Krooniliste müeloproliferatiivsete haiguste mutatsioonid (paneel),Krooniliste müeloproliferatiivsete haiguste mutatsioonide paneel,L-5003,,t_nimetus
Krüoglobuliinide ja krüofibrinogeeni paneel,"S,P-Cryo, Cryofibrinogen panel",Krüoglobuliinid ja krüofibrinogeen seerumis/plasmas (paneel),Krüoglobuliinide ja krüofibrinogeeni paneel,74352-6,Ser/Plas,kasutatav_nimetus
Krüoglobuliinid ja krüofibrinogeen seerumis/plasmas (paneel),"S,P-Cryo, Cryofibrinogen panel",Krüoglobuliinid ja krüofibrinogeen seerumis/plasmas (paneel),Krüoglobuliinide ja krüofibrinogeeni paneel,74352-6,Ser/Plas,t_nimetus
Kõhuõõnevedeliku põhiuuring,PrtF panel,Kõhuõõnevedeliku põhiuuring (paneel),Kõhuõõnevedeliku põhiuuring,L-4498,,kasutatav_nimetus
Kõhuõõnevedeliku põhiuuring (paneel),PrtF panel,Kõhuõõnevedeliku põhiuuring (paneel),Kõhuõõnevedeliku põhiuuring,L-4498,,t_nimetus
Kõhuõõnevedeliku tsütogramm,PrtF-Diff,Kõhuõõnevedeliku tsütogramm,Kõhuõõnevedeliku tsütogramm,29581-6,Periton fld,kasutatav_nimetus
Kõhuõõnevedeliku tsütogramm (analüsaator),PrtF-Diff a,Kõhuõõnevedeliku tsütogramm (analüsaator),Kõhuõõnevedeliku tsütogramm analüsaatoril,34558-7,Periton fld,t_nimetus
Kõhuõõnevedeliku tsütogramm analüsaatoril,PrtF-Diff a,Kõhuõõnevedeliku tsütogramm (analüsaator),Kõhuõõnevedeliku tsütogramm analüsaatoril,34558-7,Periton fld,kasutatav_nimetus
Kõhuõõnevedeliku tsütoos,PrtF-Cells,Kõhuõõnevedeliku tsütoos,Kõhuõõnevedeliku tsütoos,L-2149,,t_nimetus
Kõrvetiste pakett,P-Kõrvetiste pakett,Kõrvetiste pakett,Kõrvetiste pakett,L-5255,,t_nimetus
Laktoosi- ja gluteenitalumatuse pakett,"S,P-Laktoosi- ja gluteenitalumatuse pakett",Laktoosi- ja gluteenitalumatuse pakett,Laktoosi- ja gluteenitalumatuse pakett,L-3545,,kasutatav_nimetus
Laktoosi taluvuse proov (2g/kg ),LTT (2g Lactose/kg BW PO),Laktoosi taluvuse proov (2g laktoosi 1 kg kohta),Laktoosi taluvuse proov (2g/kg ),L-288,,kasutatav_nimetus
Laktoosi taluvuse proov (2g laktoosi 1 kg kohta),LTT (2g Lactose/kg BW PO),Laktoosi taluvuse proov (2g laktoosi 1 kg kohta),Laktoosi taluvuse proov (2g/kg ),L-288,,t_nimetus
Laktoosi taluvuse proov (50 g),LTT (50 g Lactose PO),Laktoosi taluvuse proov (50 g laktoosi),Laktoosi taluvuse proov (50 g),L-3007,,kasutatav_nimetus
Laktoosi taluvuse proov (50 g laktoosi),LTT (50 g Lactose PO),Laktoosi taluvuse proov (50 g laktoosi),Laktoosi taluvuse proov (50 g),L-3007,,t_nimetus
Last sooviva mehe pakett,"S,U-Last sooviva mehe pakett",Last sooviva mehe pakett,Last sooviva mehe pakett,L-5269,,t_nimetus
Last sooviva naise nakkushaiguste pakett,S-Last sooviva naise nakkush pakett,Last sooviva naise nakkushaiguste pakett,Last sooviva naise nakkushaiguste pakett,L-5270,,kasutatav_nimetus
Last sooviva naise pakett,"S,P-Last sooviva naise pakett",Last sooviva naise pakett,Last sooviva naise pakett,L-5271,,t_nimetus
Last sooviva naise suguhaiguste pakett,Vag-Last sooviva naise suguh pakett,Last sooviva naise suguhaiguste pakett,Last sooviva naise suguhaiguste pakett,L-5272,,t_nimetus
"Leberi pärilik nägemisnärvi neuropaatia (LHON) - MT-ND4, MT-ND6, MT-ND1 geeni mutatsioonide paneel (RFLP)",B-LHON RFLP panel,"Leberi pärilik nägemisnärvi neuropaatia (LHON) - MT-ND4, MT-ND6, MT-ND1 geeni mutatsioonid (paneel, RFLP)","Leberi pärilik nägemisnärvi neuropaatia (LHON) - MT-ND4, MT-ND6, MT-ND1 geeni mutatsioonide paneel (RFLP)",L-2790,,kasutatav_nimetus
"Leberi pärilik nägemisnärvi neuropaatia (LHON) - MT-ND4, MT-ND6, MT-ND1 geeni mutatsioonid (paneel, RFLP)",B-LHON RFLP panel,"Leberi pärilik nägemisnärvi neuropaatia (LHON) - MT-ND4, MT-ND6, MT-ND1 geeni mutatsioonid (paneel, RFLP)","Leberi pärilik nägemisnärvi neuropaatia (LHON) - MT-ND4, MT-ND6, MT-ND1 geeni mutatsioonide paneel (RFLP)",L-2790,,t_nimetus
Leptospira Ab paneel,"S,P-Leptospira Ab panel","Leptospira-vastased IgM, IgG antikehad seerumis/plasmas (paneel)",Leptospira Ab paneel,L-2853,,kasutatav_nimetus
"Leptospira-vastased IgM, IgG antikehad seerumis/plasmas (paneel)","S,P-Leptospira Ab panel","Leptospira-vastased IgM, IgG antikehad seerumis/plasmas (paneel)",Leptospira Ab paneel,L-2853,,t_nimetus
Leukotsüütide adhesioonivõime paneel (voolutsütomeetria),B-Adhesion panel Fc,"Leukotsüütide adhesioonivõime veres (voolutsütomeetria, paneel)",Leukotsüütide adhesioonivõime paneel (voolutsütomeetria),L-4191,,kasutatav_nimetus
"Leukotsüütide adhesioonivõime veres (voolutsütomeetria, paneel)",B-Adhesion panel Fc,"Leukotsüütide adhesioonivõime veres (voolutsütomeetria, paneel)",Leukotsüütide adhesioonivõime paneel (voolutsütomeetria),L-4191,,t_nimetus
Leukotsüütide fagotsütoosivõime paneel (voolutsütomeetria),B-Phagoburst panel Fc,"Leukotsüütide fagotsütoosivõime veres (voolutsütomeetria, paneel)",Leukotsüütide fagotsütoosivõime paneel (voolutsütomeetria),L-4188,,kasutatav_nimetus
"Leukotsüütide fagotsütoosivõime veres (voolutsütomeetria, paneel)",B-Phagoburst panel Fc,"Leukotsüütide fagotsütoosivõime veres (voolutsütomeetria, paneel)",Leukotsüütide fagotsütoosivõime paneel (voolutsütomeetria),L-4188,,t_nimetus
Lihtherpeseviiruse 1. ja 2. tüübi DNA (paneel),"XXX-HSV1,2 DNA panel",Lihtherpeseviiruse 1. ja 2. tüübi DNA (paneel),"HSV1,2 DNA paneel",L-2711,,t_nimetus
Lihtherpesviiruse 1. ja 2. tüübi ja tuulerõugeviiruse DNA (paneel),"XXX-HSV1, HSV2, VZV DNA panel",Lihtherpesviiruse 1. ja 2. tüübi ja tuulerõugeviiruse DNA (paneel),"HSV1, HSV2, VZV DNA paneel",L-4821,,t_nimetus
"Lihtherpesviiruse 1. ja 2. tüübi vastane IgG liikvoris (paneel, kinnitav uuring)","CSF-HSV1,2 IgG panel conf","Lihtherpesviiruse 1. ja 2. tüübi vastane IgG liikvoris (paneel, kinnitav uuring)","HSV1,2 IgG paneel liikvoris (kinnitav)",L-4631,,t_nimetus
"Lihtherpesviiruse 1. ja 2. tüübi vastane IgG seerumis/plasmas (paneel, kinnitav uuring)","S,P-HSV1,2 IgG panel conf","Lihtherpesviiruse 1. ja 2. tüübi vastane IgG seerumis/plasmas (paneel, kinnitav uuring)","HSV1,2 IgG paneel (kinnitav)",L-4634,,t_nimetus
"Lihtherpesviiruse 1. ja 2. tüübi vastane IgM liikvoris (paneel, kinnitav uuring)","CSF-HSV1,2 IgM panel conf","Lihtherpesviiruse 1. ja 2. tüübi vastane IgM liikvoris (paneel, kinnitav uuring)","HSV1,2 IgM paneel liikvoris (kinnitav)",L-4633,,t_nimetus
