parameter_name,t_lyhend,t_nimetus,kasutatav_nimetus,loinc_code,substrate,evidence
Dopamiini retseptor D1 vastase IgG tiiter seerumis/plasmas,"S,P-DR D1 IgG titr",Dopamiini retseptor D1 vastase IgG tiiter seerumis/plasmas,DR D1 IgG tiiter,82739-4,Bld,t_nimetus
Dopamiini retseptor D2 vastase IgG tiiter seerumis/plasmas,"S,P-DR D2 IgG titr",Dopamiini retseptor D2 vastase IgG tiiter seerumis/plasmas,DR D2 IgG tiiter,82738-6,Bld,t_nimetus
Doripeneem,Is-Doripenem,Doripeneem,Doripeneem,60535-2,Isolate,kasutatav_nimetus
Doripeneem Disk,Is-Doripenem Disc,Doripeneem Disk,Doripeneem Disk,72893-1,Isolate,kasutatav_nimetus
Doripeneem Grad,Is-Doripenem Grad,Doripeneem Grad,Doripeneem Grad,58711-3,Isolate,t_nimetus
DPPX (dipeptidüülpeptidaasi sarnane proteiin 6) vastane IgG liikvoris,CSF-DPPX IgG,DPPX (dipeptidüülpeptidaasi sarnane proteiin 6) vastane IgG liikvoris,DPPX IgG liikvoris,82989-5,CSF,t_nimetus
DPPX (dipeptidüülpeptidaasi sarnane proteiin 6) vastane IgG seerumis/plasmas,"S,P-DPPX IgG",DPPX (dipeptidüülpeptidaasi sarnane proteiin 6) vastane IgG seerumis/plasmas,DPPX IgG,82976-2,Ser/Plas,t_nimetus
DPPX IgG,"S,P-DPPX IgG",DPPX (dipeptidüülpeptidaasi sarnane proteiin 6) vastane IgG seerumis/plasmas,DPPX IgG,82976-2,Ser/Plas,kasutatav_nimetus
DPPX IgG liikvoris,CSF-DPPX IgG,DPPX (dipeptidüülpeptidaasi sarnane proteiin 6) vastane IgG liikvoris,DPPX IgG liikvoris,82989-5,CSF,kasutatav_nimetus
D pteronyssinus IgE,"S,P-d1 IgE",Dermatophagoides pteronyssinus vastane IgE seerumis/plasmas,D pteronyssinus IgE,6096-2,Bld,kasutatav_nimetus
Dr-Bil,Dr-Bil,Bilirubiin dreenieritises,Bilirubiin dreenieritises,L-4123,,t_lyhend
Dr-Bil Bilirubiin dreenieritises,Dr-Bil,Bilirubiin dreenieritises,Bilirubiin dreenieritises,L-4123,,t_lyhend + t_nimetus
Dr-Crea,Dr-Crea,Kreatiniin dreenieritises,Kreatiniin dreenieritises,L-4120,,t_lyhend
Dr-Crea Kreatiniin dreenieritises,Dr-Crea,Kreatiniin dreenieritises,Kreatiniin dreenieritises,L-4120,,t_lyhend + t_nimetus
DR D1 IgG tiiter,"S,P-DR D1 IgG titr",Dopamiini retseptor D1 vastase IgG tiiter seerumis/plasmas,DR D1 IgG tiiter,82739-4,Bld,kasutatav_nimetus
DR D2 IgG tiiter,"S,P-DR D2 IgG titr",Dopamiini retseptor D2 vastase IgG tiiter seerumis/plasmas,DR D2 IgG tiiter,82738-6,Bld,kasutatav_nimetus
Drepanotsütoos ehk sirprakkude olemasolu,B-Drepanotsütoos,Drepanotsütoos ehk sirprakkude olemasolu,Sirprakud,801-1,Bld,t_nimetus
Dr-pAmyl,Dr-pAmyl,Amülaas (pankreasespetsiifiline) dreenieritises,Amülaas (pankreasespetsiifiline) dreenieritises,L-4119,,t_lyhend
Dr-pAmyl Amülaas (pankreasespetsiifiline) dreenieritises,Dr-pAmyl,Amülaas (pankreasespetsiifiline) dreenieritises,Amülaas (pankreasespetsiifiline) dreenieritises,L-4119,,t_lyhend + t_nimetus
Dr-Prot,Dr-Prot,Valk dreenieritises,Valk dreenieritises,L-4122,,t_lyhend
Dr-Prot Valk dreenieritises,Dr-Prot,Valk dreenieritises,Valk dreenieritises,L-4122,,t_lyhend + t_nimetus
Dr-Trigl,Dr-Trigl,Triglütseriidid dreenieritises,Triglütseriidid dreenieritises,L-4121,,t_lyhend
Dr-Trigl Triglütseriidid dreenieritises,Dr-Trigl,Triglütseriidid dreenieritises,Triglütseriidid dreenieritises,L-4121,,t_lyhend + t_nimetus
Dr-Urea,Dr-Urea,Uurea dreenieritises,Uurea dreenieritises,L-4124,,t_lyhend
Dr-Urea Uurea dreenieritises,Dr-Urea,Uurea dreenieritises,Uurea dreenieritises,L-4124,,t_lyhend + t_nimetus
dsDNA IgG,"S,P-dsDNA IgG",DNA kaksikahela vastane IgG seerumis/plasmas,dsDNA IgG,63379-2,Bld,kasutatav_nimetus
dsDNA IgG QN,"S,P-dsDNA IgG QN",DNA kaksikahela vastase IgG hulk seerumis/plasmas,dsDNA IgG QN,33800-4,ser,kasutatav_nimetus
dsDNA IgG tiiter,"S,P-dsDNA IgG titr",DNA kaksikahela vastase IgG tiiter seerumis/plasmas,dsDNA IgG tiiter,58466-4,Bld,kasutatav_nimetus
dU-5-HIAA,dU-5-HIAA,5-hüdroksüindooläädikhape ööpäevases uriinis,5-HIAA ööpäevases uriinis,1695-6,Urine,t_lyhend
dU-5-HIAA 5-hüdroksüindooläädikhape ööpäevases uriinis,dU-5-HIAA,5-hüdroksüindooläädikhape ööpäevases uriinis,5-HIAA ööpäevases uriinis,1695-6,Urine,t_lyhend + t_nimetus
dU-Alb,dU-Alb,Albumiin ööpäevases uriinis,Albumiin ööpäevases uriinis,14956-7,Urine,t_lyhend
dU-Alb Albumiin ööpäevases uriinis,dU-Alb,Albumiin ööpäevases uriinis,Albumiin ööpäevases uriinis,14956-7,Urine,t_lyhend + t_nimetus
dU-Ca,dU-Ca,Kaltsium ööpäevases uriinis,Kaltsium ööpäevases uriinis,14637-3,Urine,t_lyhend
dU-Ca Kaltsium ööpäevases uriinis,dU-Ca,Kaltsium ööpäevases uriinis,Kaltsium ööpäevases uriinis,14637-3,Urine,t_lyhend + t_nimetus
dU-Catechol panel,dU-Catechol panel,Katehhoolamiinide metaboliidid ööpäevases uriinis (panel),Katehhoolamiinide metaboliitide paneel ööpäevases uriinis,L-1969,,t_lyhend
dU-Catechol panel Katehhoolamiinide metaboliidid ööpäevases uriinis (panel),dU-Catechol panel,Katehhoolamiinide metaboliidid ööpäevases uriinis (panel),Katehhoolamiinide metaboliitide paneel ööpäevases uriinis,L-1969,,t_lyhend + t_nimetus
Duchenne ja Beckeri lihasdüstroofia (DMD/BMD) - DMD geeni mutatsioonid (MLPA),B-DMD MLPA,Duchenne ja Beckeri lihasdüstroofia (DMD/BMD) - DMD geeni mutatsioonid (MLPA),Duchenne ja Beckeri lihasdüstroofia (DMD/BMD) - DMD geeni mutatsioonid (MLPA),50626-1,Bld,t_nimetus
dU-Citrate,dU-Citrate,Tsitraat ööpäevases uriinis,Tsitraat ööpäevases uriinis,14650-6,Urine,t_lyhend
dU-Citrate Tsitraat ööpäevases uriinis,dU-Citrate,Tsitraat ööpäevases uriinis,Tsitraat ööpäevases uriinis,14650-6,Urine,t_lyhend + t_nimetus
dU-Cl,dU-Cl,Kloriid ööpäevases uriinis,Kloriid ööpäevases uriinis,2079-2,Urine,t_lyhend
dU-Cl Kloriid ööpäevases uriinis,dU-Cl,Kloriid ööpäevases uriinis,Kloriid ööpäevases uriinis,2079-2,Urine,t_lyhend + t_nimetus
dU-Cort,dU-Cort,Kortisool ööpäevases uriinis,Kortisool ööpäevases uriinis,25884-8,Urine,t_lyhend
dU-Cort Kortisool ööpäevases uriinis,dU-Cort,Kortisool ööpäevases uriinis,Kortisool ööpäevases uriinis,25884-8,Urine,t_lyhend + t_nimetus
dU-Crea,dU-Crea,Kreatiniin ööpäevases uriinis,Kreatiniin ööpäevases uriinis,14684-5,Urine,t_lyhend
dU-Crea Kreatiniin ööpäevases uriinis,dU-Crea,Kreatiniin ööpäevases uriinis,Kreatiniin ööpäevases uriinis,14684-5,Urine,t_lyhend + t_nimetus
dU-Cu,dU-Cu,Vask ööpäevases uriinis,Vask ööpäevases uriinis,14666-2,Urine,t_lyhend
dU-Cu (mg/d),dU-Cu (mg/d),Vask ööpäevases uriinis (mg/d),Vask ööpäevases uriinis (mg/d),21219-1,Urine,t_lyhend
dU-Cu (mg/d) Vask ööpäevases uriinis (mg/d),dU-Cu (mg/d),Vask ööpäevases uriinis (mg/d),Vask ööpäevases uriinis (mg/d),21219-1,Urine,t_lyhend + t_nimetus
dU-Cu Vask ööpäevases uriinis,dU-Cu,Vask ööpäevases uriinis,Vask ööpäevases uriinis,14666-2,Urine,t_lyhend + t_nimetus
dU-DALA,dU-DALA,Deltaaminolevuliinhape ööpäevases uriinis,DALA ööpäevases uriinis,25896-2,Urine,t_lyhend
dU-DALA Deltaaminolevuliinhape ööpäevases uriinis,dU-DALA,Deltaaminolevuliinhape ööpäevases uriinis,DALA ööpäevases uriinis,25896-2,Urine,t_lyhend + t_nimetus
dU-fCort,dU-fCort,Vaba kortisool ööpäevases uriinis,Vaba kortisool ööpäevases uriinis,75516-5,Urine,t_lyhend
dU-fCort Vaba kortisool ööpäevases uriinis,dU-fCort,Vaba kortisool ööpäevases uriinis,Vaba kortisool ööpäevases uriinis,75516-5,Urine,t_lyhend + t_nimetus
dU-FLC QN panel,dU-FLC QN panel,Vabade kergete ahelate hulk ööpäevases uriinis (paneel),Vabade kergete ahelate hulk ööpäevases uriinis (paneel),L-4731,,t_lyhend
dU-FLC QN panel Vabade kergete ahelate hulk ööpäevases uriinis (paneel),dU-FLC QN panel,Vabade kergete ahelate hulk ööpäevases uriinis (paneel),Vabade kergete ahelate hulk ööpäevases uriinis (paneel),L-4731,,t_lyhend + t_nimetus
dU-Gluc,dU-Gluc,Glükoos ööpäevases uriinis,Glükoos ööpäevases uriinis,25916-8,Urine,t_lyhend
dU-Gluc Glükoos ööpäevases uriinis,dU-Gluc,Glükoos ööpäevases uriinis,Glükoos ööpäevases uriinis,25916-8,Urine,t_lyhend + t_nimetus
dU-I,dU-I,Jood ööpäevases uriinis,Jood ööpäevases uriinis,25936-6,Urine,t_lyhend
dU-I Jood ööpäevases uriinis,dU-I,Jood ööpäevases uriinis,Jood ööpäevases uriinis,25936-6,Urine,t_lyhend + t_nimetus
dU-K,dU-K,Kaalium ööpäevases uriinis,Kaalium ööpäevases uriinis,2829-0,Urine,t_lyhend
dU-K Kaalium ööpäevases uriinis,dU-K,Kaalium ööpäevases uriinis,Kaalium ööpäevases uriinis,2829-0,Urine,t_lyhend + t_nimetus
dU-Meta,dU-Meta,Metanefriin ööpäevases uriinis,Metanefriin ööpäevases uriinis,19049-6,Urine,t_lyhend
dU-Meta Metanefriin ööpäevases uriinis,dU-Meta,Metanefriin ööpäevases uriinis,Metanefriin ööpäevases uriinis,19049-6,Urine,t_lyhend + t_nimetus
dU-Mg,dU-Mg,Magneesium ööpäevases uriinis,Magneesium ööpäevases uriinis,2599-9,Urine,t_lyhend
dU-Mg Magneesium ööpäevases uriinis,dU-Mg,Magneesium ööpäevases uriinis,Magneesium ööpäevases uriinis,2599-9,Urine,t_lyhend + t_nimetus
dU-Mn,dU-Mn,Mangaan ööpäevases uriinis,Mangaan ööpäevases uriinis,8203-2,Urine,t_lyhend
dU-Mn Mangaan ööpäevases uriinis,dU-Mn,Mangaan ööpäevases uriinis,Mangaan ööpäevases uriinis,8203-2,Urine,t_lyhend + t_nimetus
dU-Monoclon-Ig fKappa,dU-Monoclon-Ig fKappa,Monoklonaalsed immuunglobuliini vabad kapaahelad ööpäevases uriinis,Ig fKappa ööpäevases uriinis,88301-7,Urine,t_lyhend
dU-Monoclon-Ig fKappa Monoklonaalsed immuunglobuliini vabad kapaahelad ööpäevases uriinis,dU-Monoclon-Ig fKappa,Monoklonaalsed immuunglobuliini vabad kapaahelad ööpäevases uriinis,Ig fKappa ööpäevases uriinis,88301-7,Urine,t_lyhend + t_nimetus
dU-Monoclon-Ig fLambda,dU-Monoclon-Ig fLambda,Monoklonaalsed immuunglobuliini vabad lambdaahelad ööpäevases uriinis,Ig fLambda ööpäevases uriinis,88302-5,Urine,t_lyhend
dU-Monoclon-Ig fLambda Monoklonaalsed immuunglobuliini vabad lambdaahelad ööpäevases uriinis,dU-Monoclon-Ig fLambda,Monoklonaalsed immuunglobuliini vabad lambdaahelad ööpäevases uriinis,Ig fLambda ööpäevases uriinis,88302-5,Urine,t_lyhend + t_nimetus
dU-Monoclon-Ig-interpret,dU-Monoclon-Ig-interpret,Monoklonaalsed immuunglobuliinid ööpäevases uriinis (tõlgendus),Monoklonaalsed immuunglobuliinid ööpäevases uriinis (tõlgendus),49277-7,Urine,t_lyhend
dU-Monoclon-Ig-interpret Monoklonaalsed immuunglobuliinid ööpäevases uriinis (tõlgendus),dU-Monoclon-Ig-interpret,Monoklonaalsed immuunglobuliinid ööpäevases uriinis (tõlgendus),Monoklonaalsed immuunglobuliinid ööpäevases uriinis (tõlgendus),49277-7,Urine,t_lyhend + t_nimetus
dU-Monoclon-Ig Kappa,dU-Monoclon-Ig Kappa,Monoklonaalsed immuunglobuliini kapaahelad ööpäevases uriinis,Ig Kappa ööpäevases uriinis,88304-1,Urine,t_lyhend
dU-Monoclon-Ig Kappa Monoklonaalsed immuunglobuliini kapaahelad ööpäevases uriinis,dU-Monoclon-Ig Kappa,Monoklonaalsed immuunglobuliini kapaahelad ööpäevases uriinis,Ig Kappa ööpäevases uriinis,88304-1,Urine,t_lyhend + t_nimetus
dU-Monoclon-Ig Lambda,dU-Monoclon-Ig Lambda,Monoklonaalsed immuunglobuliini lambdaahelad ööpäevases uriinis,Ig Lambda ööpäevases uriinis,88303-3,Urine,t_lyhend
dU-Monoclon-Ig Lambda Monoklonaalsed immuunglobuliini lambdaahelad ööpäevases uriinis,dU-Monoclon-Ig Lambda,Monoklonaalsed immuunglobuliini lambdaahelad ööpäevases uriinis,Ig Lambda ööpäevases uriinis,88303-3,Urine,t_lyhend + t_nimetus
dU-M-spike1-Fr,dU-M-spike1-Fr,Monoklonaalne komponent 1 ööpäevases uriinis,M-komponent 1,A-1838,,t_lyhend
dU-M-spike1-Fr Monoklonaalne komponent 1 ööpäevases uriinis,dU-M-spike1-Fr,Monoklonaalne komponent 1 ööpäevases uriinis,M-komponent 1,A-1838,,t_lyhend + t_nimetus
dU-M-spike2-Fr,dU-M-spike2-Fr,Monoklonaalne komponent 2 ööpäevases uriinis,M-komponent 2,51438-0,Urine,t_lyhend
dU-M-spike2-Fr Monoklonaalne komponent 2 ööpäevases uriinis,dU-M-spike2-Fr,Monoklonaalne komponent 2 ööpäevases uriinis,M-komponent 2,51438-0,Urine,t_lyhend + t_nimetus
dU-M-spike3-Fr,dU-M-spike3-Fr,Monoklonaalne komponent 3 ööpäevases uriinis,M-komponent 3,51439-8,Urine,t_lyhend
dU-M-spike3-Fr Monoklonaalne komponent 3 ööpäevases uriinis,dU-M-spike3-Fr,Monoklonaalne komponent 3 ööpäevases uriinis,M-komponent 3,51439-8,Urine,t_lyhend + t_nimetus
dU-M-spike FLC,dU-M-spike FLC,M-komponent (vaba kerge ahel) ööpäevases uriinis,M-komponent (vaba kerge ahel) ööpäevases uriinis,42482-0,Urine,t_lyhend
dU-M-spike FLC M-komponent (vaba kerge ahel) ööpäevases uriinis,dU-M-spike FLC,M-komponent (vaba kerge ahel) ööpäevases uriinis,M-komponent (vaba kerge ahel) ööpäevases uriinis,42482-0,Urine,t_lyhend + t_nimetus
dU-M-spike intact,dU-M-spike intact,M-komponent (intaktne) ööpäevases uriinis,M-komponent (intaktne) ööpäevases uriinis,51436-4,Urine,t_lyhend
dU-M-spike intact M-komponent (intaktne) ööpäevases uriinis,dU-M-spike intact,M-komponent (intaktne) ööpäevases uriinis,M-komponent (intaktne) ööpäevases uriinis,51436-4,Urine,t_lyhend + t_nimetus
dU-Na,dU-Na,Naatrium ööpäevases uriinis,Naatrium ööpäevases uriinis,2956-1,Urine,t_lyhend
dU-Na Naatrium ööpäevases uriinis,dU-Na,Naatrium ööpäevases uriinis,Naatrium ööpäevases uriinis,2956-1,Urine,t_lyhend + t_nimetus
dU-Normeta,dU-Normeta,Normetanefriin ööpäevases uriinis,Normetanefriin ööpäevases uriinis,2671-6,Urine,t_lyhend
dU-Normeta Normetanefriin ööpäevases uriinis,dU-Normeta,Normetanefriin ööpäevases uriinis,Normetanefriin ööpäevases uriinis,2671-6,Urine,t_lyhend + t_nimetus
dU-Oxalate,dU-Oxalate,Oksaalhape ööpäevases uriinis,Oksaalhape ööpäevases uriinis,27222-9,Urine,t_lyhend
dU-Oxalate Oksaalhape ööpäevases uriinis,dU-Oxalate,Oksaalhape ööpäevases uriinis,Oksaalhape ööpäevases uriinis,27222-9,Urine,t_lyhend + t_nimetus
dU-P,dU-P,Fosfaat ööpäevases uriinis,Fosfaat ööpäevases uriinis,14881-7,Urine,t_lyhend
dU-PBG,dU-PBG,Porfobilinogeen ööpäevases uriinis,Porfobilinogeen ööpäevases uriinis,14882-5,Urine,t_lyhend
dU-PBG Porfobilinogeen ööpäevases uriinis,dU-PBG,Porfobilinogeen ööpäevases uriinis,Porfobilinogeen ööpäevases uriinis,14882-5,Urine,t_lyhend + t_nimetus
dU-P Fosfaat ööpäevases uriinis,dU-P,Fosfaat ööpäevases uriinis,Fosfaat ööpäevases uriinis,14881-7,Urine,t_lyhend + t_nimetus
dU-Porph,dU-Porph,Porfüriinid ööpäevases uriinis,Porfüriinid ööpäevases uriinis,56970-7,Urine,t_lyhend
dU-Porph (nmol/d),dU-Porph (nmol/d),Porfüriinid ööpäevases uriinis (nmol/d),Porfüriinid ööpäevases uriinis,50901-8,Urine,t_lyhend
dU-Porph (nmol/d) Porfüriinid ööpäevases uriinis (nmol/d),dU-Porph (nmol/d),Porfüriinid ööpäevases uriinis (nmol/d),Porfüriinid ööpäevases uriinis,50901-8,Urine,t_lyhend + t_nimetus
dU-Porph Porfüriinid ööpäevases uriinis,dU-Porph,Porfüriinid ööpäevases uriinis,Porfüriinid ööpäevases uriinis,56970-7,Urine,t_lyhend + t_nimetus
dU-Porphyria panel,dU-Porphyria panel,Porfüüria markerid ööpäevases uriinis (paneel),Porfüüria paneel ööpäevases uriinis,L-4297,,t_lyhend
dU-Porphyria panel Porfüüria markerid ööpäevases uriinis (paneel),dU-Porphyria panel,Porfüüria markerid ööpäevases uriinis (paneel),Porfüüria paneel ööpäevases uriinis,L-4297,,t_lyhend + t_nimetus
dU-Prot,dU-Prot,Valk ööpäevases uriinis,Valk ööpäevases uriinis,2889-4,Urine,t_lyhend
dU-Prot-Fr,dU-Prot-Fr,Valkude fraktsioonid ööpäevases uriinis,Valkude fraktsioonid ööpäevases uriinis,58800-4,Urine,t_lyhend
dU-Prot-Fr Valkude fraktsioonid ööpäevases uriinis,dU-Prot-Fr,Valkude fraktsioonid ööpäevases uriinis,Valkude fraktsioonid ööpäevases uriinis,58800-4,Urine,t_lyhend + t_nimetus
dU-Prot Valk ööpäevases uriinis,dU-Prot,Valk ööpäevases uriinis,Valk ööpäevases uriinis,2889-4,Urine,t_lyhend + t_nimetus
dU-S-Crea,dU-S-Crea,Kreatiniinikliirens,Kreatiniinikliirens,2164-2,Urine+Ser/Plas,t_lyhend
"dU-S-Crea (1,73 m2)","dU-S-Crea (1,73 m2)","Kreatiniinikliirens (1,73 m2 kehapinna kohta)","Kreatiniinikliirens (1,73 m2)",12195-4,Urine+Ser/Plas,t_lyhend
"dU-S-Crea (1,73 m2) Kreatiniinikliirens (1,73 m2 kehapinna kohta)","dU-S-Crea (1,73 m2)","Kreatiniinikliirens (1,73 m2 kehapinna kohta)","Kreatiniinikliirens (1,73 m2)",12195-4,Urine+Ser/Plas,t_lyhend + t_nimetus
dU-S-Crea Kreatiniinikliirens,dU-S-Crea,Kreatiniinikliirens,Kreatiniinikliirens,2164-2,Urine+Ser/Plas,t_lyhend + t_nimetus
dU-Zn,dU-Zn,Tsink ööpäevases uriinis,Tsink ööpäevases uriinis,22689-4,Urine,t_lyhend
dU-Zn (mg/d),dU-Zn (mg/d),Tsink ööpäevases uriinis (mg/d),Tsink ööpäevases uriinis (mg/d),5765-3,Urine,t_lyhend
dU-Zn (mg/d) Tsink ööpäevases uriinis (mg/d),dU-Zn (mg/d),Tsink ööpäevases uriinis (mg/d),Tsink ööpäevases uriinis (mg/d),5765-3,Urine,t_lyhend + t_nimetus
dU-Zn Tsink ööpäevases uriinis,dU-Zn,Tsink ööpäevases uriinis,Tsink ööpäevases uriinis,22689-4,Urine,t_lyhend + t_nimetus
dU-UA,dU-UA,Kusihape ööpäevases uriinis,Kusihape ööpäevases uriinis,14935-1,Urine,t_lyhend
dU-UA Kusihape ööpäevases uriinis,dU-UA,Kusihape ööpäevases uriinis,Kusihape ööpäevases uriinis,14935-1,Urine,t_lyhend + t_nimetus
dU-Urea,dU-Urea,Uurea ööpäevases uriinis,Uurea ööpäevases uriinis,25550-5,Urine,t_lyhend
dU-Urea Uurea ööpäevases uriinis,dU-Urea,Uurea ööpäevases uriinis,Uurea ööpäevases uriinis,25550-5,Urine,t_lyhend + t_nimetus
dU-Volume,dU-Volume,Uriini ööpäevane kogus,Uriini ööpäevane kogus,3167-4,Urine,t_lyhend
dU-Volume Uriini ööpäevane kogus,dU-Volume,Uriini ööpäevane kogus,Uriini ööpäevane kogus,3167-4,Urine,t_lyhend + t_nimetus
Döhle kehakesed,B-Döhle kehakesed,Döhle kehakesed,Döhle kehakesed,7792-5,Bld,kasutatav_nimetus
Düsmorfsed erütrotsüüdid,U-Düsmorfsed erütrotsüüdid,Düsmorfsed erütrotsüüdid,Düsmorfsed erütrotsüüdid,53967-6,Urine,kasutatav_nimetus
"Düstoonia - ACTB, ADCY5, ANO3, ARSA, ATM, ATP1A3, ATP7B, CACNA1B, CIZ1, COL6A3, DRD2, GCDH, GCH1, GNAL, GNAO1, HPCA, KCNMA1, KCTD17, PANK2, PARK2, PLA2G6, PNKD, PRKRA, PRRT2, RELN, SGCE, SLC2A1, SLC6A3, SLC25A1, SLC30A10, SLC39A14, SPR, TAF1, TBCE, TH, THAP1, TIMM8A, TOR1A, TUBB4A geenide mutatsioonid (sekveneerimine)",B-Dystonia genes seq,"Düstoonia - ACTB, ADCY5, ANO3, ARSA, ATM, ATP1A3, ATP7B, CACNA1B, CIZ1, COL6A3, DRD2, GCDH, GCH1, GNAL, GNAO1, HPCA, KCNMA1, KCTD17, PANK2, PARK2, PLA2G6, PNKD, PRKRA, PRRT2, RELN, SGCE, SLC2A1, SLC6A3, SLC25A1, SLC30A10, SLC39A14, SPR, TAF1, TBCE, TH, THAP1, TIMM8A, TOR1A, TUBB4A geenide mutatsioonid (sekveneerimine)",Düstoonia - geenimutatsioonide paneel (sekveneerimine),A-4557,,t_nimetus
Düstoonia - geenimutatsioonide paneel (sekveneerimine),B-Dystonia genes seq,"Düstoonia - ACTB, ADCY5, ANO3, ARSA, ATM, ATP1A3, ATP7B, CACNA1B, CIZ1, COL6A3, DRD2, GCDH, GCH1, GNAL, GNAO1, HPCA, KCNMA1, KCTD17, PANK2, PARK2, PLA2G6, PNKD, PRKRA, PRRT2, RELN, SGCE, SLC2A1, SLC6A3, SLC25A1, SLC30A10, SLC39A14, SPR, TAF1, TBCE, TH, THAP1, TIMM8A, TOR1A, TUBB4A geenide mutatsioonid (sekveneerimine)",Düstoonia - geenimutatsioonide paneel (sekveneerimine),A-4557,,kasutatav_nimetus
E3 mittekonjugeeritud,S-E3 unconj,Östriool (mittekonjugeeritud) seerumis,E3 mittekonjugeeritud,2250-9,Ser/Plas,kasutatav_nimetus
E3 unconj MoM,E3 unconj MoM,Östriooli (mittekonjugeeritud) MoM,E3 unconj MoM,20466-9,Ser/Plas,kasutatav_nimetus
E3 unconj MoM Östriooli (mittekonjugeeritud) MoM,E3 unconj MoM,Östriooli (mittekonjugeeritud) MoM,E3 unconj MoM,20466-9,Ser/Plas,t_lyhend + t_nimetus
eAG,B-eAG,Hinnanguline keskmine glükoos veres,eAG,53553-4,Bld,kasutatav_nimetus
"Ealine makuli düstroofia (AMD) - ABCA4, ARMS2, C2, C3, CFH, CFB, ERCC6, FBLN5, HMCN1, HTRA1, RAX2 geenide mutatsioonid (sekveneerimine)",B-AMD genes seq,"Ealine makuli düstroofia (AMD) - ABCA4, ARMS2, C2, C3, CFH, CFB, ERCC6, FBLN5, HMCN1, HTRA1, RAX2 geenide mutatsioonid (sekveneerimine)",Ealine makuli düstroofia (AMD) - geenimutatsioonide paneel (sekveneerimine),A-3582,,t_nimetus
"Ealine makuli düstroofia (AMD) - ARMS2, CFH geeni mutatsioonid (sekveneerimine)","B-AMD ARMS2, CFH seq","Ealine makuli düstroofia (AMD) - ARMS2, CFH geeni mutatsioonid (sekveneerimine)","Ealine makuli düstroofia (AMD) - ARMS2, CFH geeni mutatsioonid (sekveneerimine)",51779-7,Bld,t_nimetus
Ealine makuli düstroofia (AMD) - geenimutatsioonide paneel (sekveneerimine),B-AMD genes seq,"Ealine makuli düstroofia (AMD) - ABCA4, ARMS2, C2, C3, CFH, CFB, ERCC6, FBLN5, HMCN1, HTRA1, RAX2 geenide mutatsioonid (sekveneerimine)",Ealine makuli düstroofia (AMD) - geenimutatsioonide paneel (sekveneerimine),A-3582,,kasutatav_nimetus
E antigeen,B-RBC E Ag,E antigeen,E antigeen,1021-5,Bld,kasutatav_nimetus
e antigeen,B-RBC little e Ag,e antigeen,e antigeen,1165-0,Bld,kasutatav_nimetus
E antikehad,B-RBC E Ab,E antikehad,E antikehad,1018-1,Ser/Plas,t_nimetus
e antikehad,B-RBC little e Ab,e antikehad,e antikehad,1162-7,Ser/Plas,kasutatav_nimetus
E antikehade tiiter,B-RBC E Ab titr,E antikehade tiiter,E antikehade tiiter,34602-3,Ser/Plas,t_nimetus
e antikehade tiiter,B-RBC little e Ab titr,e antikehade tiiter,e antikehade tiiter,34157-8,Ser/Plas,t_nimetus
Ebaküpsed leukotsüüdid %,B-Ebaküpsed leukotsüüdid %,Ebaküpsete leukotsüütide suhtarv,Ebaküpsed leukotsüüdid %,55377-6,Bld,kasutatav_nimetus
Ebaküpsete granulotsüütide arv,B-IG#,Ebaküpsete granulotsüütide arv,IG,51584-1,Bld,t_nimetus
Ebaküpsete granulotsüütide suhtarv,B-IG%,Ebaküpsete granulotsüütide suhtarv,IG%,38518-7,Bld,t_nimetus
Ebaküpsete leukotsüütide suhtarv,B-Ebaküpsed leukotsüüdid %,Ebaküpsete leukotsüütide suhtarv,Ebaküpsed leukotsüüdid %,55377-6,Bld,t_nimetus
Ebaküpsete retikulotsüütide fraktsioon,B-IRF,Ebaküpsete retikulotsüütide fraktsioon,IRF,33516-6,Bld,t_nimetus
Ebaküpsete trombotsüütide suhtarv,B-IPF,Ebaküpsete trombotsüütide suhtarv,IPF,71693-6,Bld,t_nimetus
EBV Ab paneel,"S,P-EBV Ab panel",Epstein-Barr viiruse vastased antikehad seerumis/plasmas (paneel),EBV Ab paneel,L-3272,,kasutatav_nimetus
EBV DNA,XXX-EBV DNA,Epstein-Barr viiruse DNA,EBV DNA,5005-4,,kasutatav_nimetus
EBV DNA QN,XXX-EBV DNA QN,Epstein-Barr viiruse DNA hulk,EBV DNA QN,32585-2,,kasutatav_nimetus
EBV EA Ab,"S,P-EBV EA Ab",Epstein-Barr viiruse varase antigeeni vastased antikehad seerumis/plasmas,EBV EA Ab,5153-2,Bld,kasutatav_nimetus
EBV EA IgG,"S,P-EBV EA IgG",Epstein-Barr viiruse varase antigeeni vastane IgG seerumis/plasmas,EBV EA IgG,40752-8,Bld,kasutatav_nimetus
EBV EA IgM,"S,P-EBV EA IgM",Epstein-Barri viiruse varase antigeeni vastane IgM seerumis/plasmas,EBV EA IgM,A-3784,,kasutatav_nimetus
EBV IgG (kinnitav),"S,P-EBV IgG conf",Epstein-Barr viiruse vastane IgG seerumis/plasmas (kinnitav uuring),EBV IgG (kinnitav),A-4880,,kasutatav_nimetus
