analysis_name,parameter_name,parameter_code,unit,analyte,property,system,time_aspect,scale
Uriini sademe mikroskoopia,Kusihappe kristallid (U),U-Sedim,,,,urine,,
Hematoloogilised uuringud,2 B-GR-arv(Garnulotsüütide arv),23,10 l,,,Bld,Pt,Qn
Immuunuuringud,Penicillium notatum(Penicillium notatum),11202,IU/ml,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,F-Camp(Campylobacter sp külv (väljaheitest)),1839,,,,Bld,Pt,Qn
Kliinilise keemia uuringud,fS-LDL(LDL-Kolesterool),149,mmol/l,LDL,SCnc,fSP,Pt,Qn
Hemogramm viieosalise leukogrammiga,B-BASO#,B-CBC-Diff,10^9/L,Baso,Num,Bld,Pt,Qn
Immuunmeetoditel uuringud,C-BorM-IF / Borrelia burgdorferi vastane IgM liikvoris,C-BorM-IF/BorreliaburgdorferivastaneIgMliikvoris,,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,Erütrotsüüdid,706,,Erütrotsüüdid,NCnc,urine,,
Hematoloogilised uuringud,HC(Hematokrit),535,%,HCT,VFr,Bld,Pt,Qn
Hematoloogilised uuringud,12 B-Lymph%(Lümfotsüütide suhtarv),619,%,Lymph,NCnc,Bld,Pt,Qn
Immuunuuringud,FS,1603,IU/l,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,Nimetus(Enterococcus),67595,,,,urine,,
Vere automaatuuring 3-osalise leukogrammiga,WBC,B-A3Diff,10e9/L,WBC,NCnc,Bld,Pt,Qn
Mikrobioloogilised uuringud,Penitsilliin MIK(Penitsilliin MIK),62418,,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,Tobramütsii,144338,,,,Bld,Pt,Qn
Uriini uuringud,Leukotsüüdid(Uriini leukotsüüdid. üks parameeter 10 parameetrilisl testribal),7861,rakku/µl,,,urine,,
Seroloogilised uuringud,Borrelia IgM liikvoris(Puukborrelioos IgM liikvorist),71431,S/CO,,,Bld,Pt,Qn
uriini sademe mikroskoopia,lameepiteelid,U-Sed-m,-,Lameepiteeli rakud,Naric,urine,,
Autoimmuunuuringud,AGA IgA QN,45022,RU/ml,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,meropenee(PERH antibiogramm mikrobioloogia),4766,,,,urine,,
Hemogramm leukotsüütide diferentsiaalloendusega (vere automaatuuring 5-osalise leukogrammiga) ja normoblastidega,MCV,B-CBC+Diff+NRBC,fL,MCV,EntVol,Bld,Pt,Qn
patol.täisveri,MCHC,B-patol.täisveri,g/l,MCHC,MCnc,Bld,Pt,Qn
Väljast tellitud analüüsid,HLA I Ak skriining,HLAIAkskriining,,,,Bld,Pt,Qn
Narkootikumide kvalitatiivne uuring uriinist,Kokaiin,Un-Narco,-,,,urine,,
Biokeemia analüüs,EtOH Etanool,EtOHEtanool,,,,urine,,
Mikrobioloogilised uuringud,Gentamütsiin(Gentamütsiin),59330,,,,Bld,Pt,Qn
Autoimmuundiagnostika,S,71603,,,,urine,,
Mikrobioloogilised uuringud,F-Yer(Yersinia sp külv (väljaheitest)),2221,,,,Bld,Pt,Qn
VÄL,Mükobakterite LJ külv glütserooliga (Sp,43163,,,,Bld,Pt,Qn
Biokeemia analüüs,fS-Gluc (glükoos),,,Gluc,SCnc,fSP,Pt,Qn
VÄL,HE4,44566,pmol/l,,,Bld,Pt,Qn
Hematoloogilised uuringud,Segmentuumsei,50,%,,,Bld,Pt,Qn
Immuunmeetoditel uuringud,Treponema pallidum vastane antikeha seerumis (hemaglutinatsi,Treponemapallidumvastaneantikehaseerumis(hemaglutinatsi,,,,Bld,Pt,Qn
"Hemogramm, patoloogiline (mikroskoopia)",Monotsüüdid,B-Hemo-p,-,Mono,unknown,Bld,Pt,Qn
VÄL,IGF-1,41438,ug/L,,,Bld,Pt,Qn
Uriini uuringud,Bilirubii,1507,,,,urine,,
Immuunuuringud,S2-LH(lutropiin e. luteiniseeriv hormoon),10578,mlU/ml,,,Bld,Pt,Qn
Uriini sademe mikroskoopia,Uriini sademe erütrotsüüdid,U-Sedim,r/vv,,,urine,,
Immuunmeetoditel põhinevad uuringud,fS-Fol(Foolhape),801,nmol/l,,,fSP,Pt,Qn
Mikrobioloogilised uuringud,Nitrofurantoiin,573,,,,Bld,Pt,Qn
Uriini uuringud,U-Pro,7,g/l,,,urine,,
Kliiniline vereanalüüs,Erütrotsüütide anisotsütoos,Erütrotsüütideanisotsütoos,,,,Bld,Pt,Qn
Hematoloogilised uuringud,7 B-MCV(Erütrotsüütide keskmine maht),610,fL,MCV,EntVol,Bld,Pt,Qn
Vereäige mikroskoopia,Erütrotsüütide makrotsütoos,B-Smear-m,-,,,Bld,Pt,Qn
Biokeemia analüüs,S-ASAT,S-ASAT,,,,urine,,
Hematoloogilised uuringud,#LUC(Suured mittevärvitavad rakud (Large unstai. calls)),628,10 U/l,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,B-Aer 1(Aeroobse mikrofloora külv (verest)),1773,,,,Bld,Pt,Qn
Hematoloogia labori analüüsid,MCH,205,pg,MCH,EntMass,Bld,Pt,Qn
Mikrobioloogilised uuringud,Ampitsillii,144518,,,,Bld,Pt,Qn
Kliiniline vere ja glükohemoglobiini analüüs,"CBC,<ANONYM>",,,,,Bld,Pt,Qn
Vereäige mikroskoopia,Eosinofiilid,B1-Hemo-p,%,Eo,NCnc,Bld,Pt,Qn
Uriini uuringud,U-Alb(Albumiin uriinis),71413,mg/l,,,urine,,
Uriini analüüs 10-param. testribaga,Urobilinogeen UBG,U-Strip,-,Urobilinogeen UBG,SCnc,urine,,
Mikrobioloogia labor (haigla),Ampitsilliin MI,30110,,,,urine,,
LTKH allhanked,B pertussis (aglutinatsioon)(Bordetella pertussis (aglutinatsioonimeetodil)),11620,,,,urine,,
Kliiniline vere ja glükohemoglobiini analüüs,Trombotsüüdid (mikroskoopia),,,PLT,unknown,Bld,Pt,Qn
Mikrobioloogilised uuringud,Ampitsilliin(Ampitsilliin),57765,,,,Bld,Pt,Qn
ABO-veregrupi ja Rh(D) määramine,Veregrupp,B-ABOd+RH(D),-,,,Bld,Pt,Qn
Hemogramm,Basofiilid,B1-Hemo,%,Baso,NCnc,Bld,Pt,Qn
Toksikoloogiline analüüs,"Etanool plasmas, seerumis .","Etanoolplasmas,seerumis.",,,,Bld,Pt,Qn
Vere automaatuuring leukogrammita,MCV,B-CBC,fL,MCV,EntVol,Bld,Pt,Qn
VÄL,Lümfoidsed rakud kokku,44682,%,,,Bld,Pt,Qn
Biokeemia labor (haigla),S2-LD,10482,mmol/l,,,Bld,Pt,Qn
Immuunmeetoditel uuringud,B2M / beeta-2-mikroglobuliin,B2M/beeta-2-mikroglobuliin,,,,Bld,Pt,Qn
Kliinilise keemia uuringud,HbA1c,1963,%,,,Bld,Pt,Qn
Kliiniline vere ja glükohemoglobiini analüüs,Trombotsüütide anisotsütoos,Trombotsüütideanisotsütoos,,,,Bld,Pt,Qn
Liikvori analüüs,CSF - Eosinofiilid,CSF-Eosinofiilid,,,,Bld,Pt,Qn
LTKH allhanked,P-LA(Luupusantikoagulandid),72255,,,,urine,,
Uriini uuringud,mikr.,763,,,,urine,,
Mikrobioloogia labor (haigla),TMP-SM,30294,,,,Bld,Pt,Qn
Immuunmeetoditel uuringud,Mycoplasma pneumoniae IgM,MycoplasmapneumoniaeIgM,,,,Bld,Pt,Qn
Uriini analüüs 10-parameetriline,Nitrid,U-Strip,-,,,urine,,
Spetsiifiline IgE,Alternaria alternata,IgE_spec.,-,,,Bld,Pt,Qn
"Hemogramm, lihtne (mikroskoopia)",Segmenttuumsed neutrofiilid,B-Hemo-s,-,,,Bld,Pt,Qn
Uriini analüüs 10-parameetrilise testribaga,Uriini hägusus,U-Strip,-,,,urine,,
Hematoloogilised uuringud,B-Diff-NEUT-arv(Neutrofiilide absoluut arv),2475,10 l,Neut,Num,Bld,Pt,Qn
Happe-alus tasakaal,ctCO2(B),ctCO2(B),,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,Ampitsillii,144563,,,,urine,,
Kliinilise keemia uuringud,Triglütseriidid,4660,mmol/l,,,Bld,Pt,Qn
Vere automaatuuring 3-osalise leukogrammiga,"PLT, 10^3/mL",vB-CBC-3,.,PLT,unknown,Bld,Pt,Qn
ABO veregrupi määramine,Rh(D)-kuuluvus,B-ABO,-,,,Bld,Pt,Qn
Biokeemilised uuringud,B-Gluc 3,399,mmol/l,Gluc,SCnc,Bld,Pt,Qn
Hematoloogilised uuringud,B-WBC(Leukotsüütide üldarv),2479,10 l,WBC,NCnc,Bld,Pt,Qn
Uriini uuringud,Urobilinogee,1508,,,,urine,,
Kliiniline vereanalüüs,Erütrotsüütide mikrotsütoos,Erütrotsüütidemikrotsütoos,,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,Ofloksatsiin(Ofloksatsiin),61870,,,,urine,,
Mikrobioloogilised uuringud,Na-myc-mikroskoopi(Seente mikroskoopia (küünelt)),71228,,,,Bld,Pt,Qn
Immuunmeetoditel uuringud,Staphylococcus aureus DNA RT-PCR meetodil täisverest,,,,,Bld,Pt,Qn
Liikvori analüüs,CSF-Prot Valk liikvoris,CSF-ProtValkliikvoris,,,,Bld,Pt,Qn
Immuunuuringud,porgan(porgand),11217,IU/ml,,,Bld,Pt,Qn
B-autom5diff,WBC,,x10*9/L,WBC,NCnc,Bld,Pt,Qn
Mikrobioloogilised uuringud,Klindamütsiin(Klindamütsiin),60135,,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,Tsefuroksiim (parenteraalne)(Tsefuroksiim (parenteraalne)),65393,,,,urine,,
Immuunuuringud,IGF-1,43559,ng/ml,,,Bld,Pt,Qn
Immuunuuringud,Homotsüsteiin,4762,mkmol/l,,,Bld,Pt,Qn
Kliinilise keemia uuringud,Alkaalne fosfataa,4665,U/l,,,Bld,Pt,Qn
Uriini sademe mikroskoopia,Hüaliinsilindrid,U-Sed-m.,-,,,urine,,
Mikrobioloogilised uuringud,Bf-Aer(Aeroobse mikrofloora külv (bronhoalveolaarloputusvedelikust)),1731,,,,Bld,Pt,Qn
Mikrobioloogia labor (haigla),Gram-pos.diplokoki,43204,,,,urine,,
Mikrobioloogilised uuringud,Kaspofungiin MI,30225,,,,urine,,
Mikrobioloogilised uuringud,Fusidiin(Fusidiin),58992,,,,urine,,
Mikrobioloogilised uuringud,Amikatsiin,146077,,,,urine,,
Happe-alus tasakaal,mOsm,mOsm,,,,Bld,Pt,Qn
Happe-alus tasakaal,tHb(Hemoglobiini fraktsioonid),70364,g/l,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,Tsefuroksiim (suukaudne(Tsefuroksiim (suukaudne)),65457,,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,Klindamütsiin(Klindamütsiin),60015,,,,Bld,Pt,Qn
Narkootikumide kvalitatiivne uuring,MOP opiaadid,U-Narco,-,,,urine,,
Immunoloogilised uuringud,Kortisool,66,nmol/l,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,Seene,741,,,,urine,,
Mikrobioloogia labor (haigla),Imipenee,30134,,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,Tsefuroksiim (parenteraalne)(Tsefuroksiim (parenteraalne)),65336,,,,urine,,
Kliinilise keemia uuringud,ASA,574,U/l,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,Uc-MycQ(Seente kvantitatiivne külv (kateeteruriinist)),2119,,,,urine,,
Punktaadi analüüs,PrcF-Prot perikardivedelikus,PrcF-Protperikardivedelikus,,,,Bld,Pt,Qn
Biokeemia labor,S-CRP,10462,mg/l,CRP,MCnc,Ser/Plas,Pt,Qn
Biokeemilised uuringud,B-glükoos enne koormust,774,mmol/l,Gluc,SCnc,Bld,Pt,Qn
Mikrobioloogilised uuringud,Nimetus(Soole),144401,,,,Bld,Pt,Qn
Delta-aminolevuliinhape ööpäevauriinis,Porfobilinogeen ööpäevases uriinis,dU-DALA,mg/d,,,urine,,
Biokeemia analüüs,S-Theoph (teofülliin),S-Theoph(teofülliin),,,,urine,,
Immuunmeetoditel uuringud,EBV IgG paneel,EBVIgGpaneel,,,,Bld,Pt,Qn
Kliinilise keemia uuringud,Bilirubiin (üld,3327,mkmol/l,,,Bld,Pt,Qn
Hematoloogilised ja uriini uuringud,Bakteri(Bakterid),11062,,,,Bld,Pt,Qn
Immuunuuringud,Aspergillus fumigatu(Aspergillus fumigatus),11204,IU/ml,,,Bld,Pt,Qn
Doonorvere sobivusproov geeltehnikaga,2.Sobivus,B-XmB-g,-,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,Ampitsillii,144329,,,,Bld,Pt,Qn
Kliiniline vere ja glükohemoglobiini analüüs,Erütrotsüütide poikilotsütoos,Erütrotsüütidepoikilotsütoos,,,,Bld,Pt,Qn
Uriini analüüs 10-param. testribaga,<ANONYM> PRO,U-Strip,-,,,urine,,
Automaatuuring,RBC,M-Automaatuuring,10 12 /l,RBC,NCnc,Bld,Pt,Qn
Doonorvere sobivusproov geeltehnikaga,1.Sobivus,B-XmB-g,-,,,Bld,Pt,Qn
Uriini analüüs,U-Bil Bilirubiin,U-BilBilirubiin,,Bil,SCnc,urine,,
Hematoloogilised uuringud,Trombokrit,7586,%,Trombokrit,VFr,Bld,Pt,Qn
Biokeemilised uuringud,B-Gluc 6,399,mmol/l,Gluc,SCnc,Bld,Pt,Qn
Mikrobioloogia labor (haigla),Mikroobi kogu,30330,,,,urine,,
Mikrobioloogilised uuringud,U-Spn-Ag(Streptococcus pneumoniae antigeen immuunmeetodil (keskjoauriinist)),2169,,,,urine,,
Kliiniline vere ja glükohemoglobiini analüüs,Erütrotsüütide polükromaasia,Erütrotsüütidepolükromaasia,,,,Bld,Pt,Qn
Mikrobioloogia labor (haigla),Kinupristiin-Dalfopristiin MI,30259,,,,urine,,
Seroloogilised uuringud,Shigella flexneri 1-,1645,,,,Bld,Pt,Qn
Uriini sademe mikroskoopia,Bakterid (ur. sademes),U-Sedim,-,,,urine,,
Hemogramm viieosalise leukogrammiga,Hct,vB-CBC-5Diff,%,HCT,VFr,Bld,Pt,Qn
Vere automaatuuring 3-osalise leukogrammiga,HGB,B-A3Diff,g/L,HGB,MCnc,Bld,Pt,Qn
Kliiniline vereanalüüs,MPV (trombots.keskmine maht),MPV(trombots.keskminemaht),,MPV,EntVol,Bld,Pt,Qn
Hematoloogilised ja uriini uuringud,pH(pH),11035,,,,urine,,
Mikrobioloogilised uuringud,Levofloksatsiin,572,,,,urine,,
Mikrobioloogilised uuringud,Mikroobi kogu,145413,,,,Bld,Pt,Qn
Hemostasiogramm,,LA-mix1APTTreagendiga(0&apos;),,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,Ampitsilliin,144262,,,,urine,,
Hematoloogilised uuringud,HCT(Hematokrit),688,%,HCT,VFr,Bld,Pt,Qn
Uriini uuringud,U-Ery(Erütrotsüüdid uriinis),2168,µl,Erütrotsüüdid,NCnc,urine,,
Uriini uuringud,U-Crea(kreatiniin uriinis),384,mg/dl,Creat,,urine,,
Glükeeritud hemoglobiini fraktsioon,B-HbA1c,B-HbA1c,%,HbA1c,MFr,Bld,Pt,Qn
Välisanalüüsid,IGF-(Insuliini sarnane kasvufaktor),44004,,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,ESBL(ESBL),144656,,,,Bld,Pt,Qn
Laboratoorne hematoloogia,MCHC,66,g/l,MCHC,MCnc,Bld,Pt,Qn
Hematoloogilised uuringud,Trombotsüüdi,2693,x 10 9/L,,,Bld,Pt,Qn
Kliiniline vere ja glükohemoglobiini analüüs,Trombotsütoos,Trombotsütoos,,,,Bld,Pt,Qn
Uriini analüüs,dU-Crea Kreatiniin ööpäevases uriinis,dU-CreaKreatiniinööpäevasesuriinis,,Creat,unknown,urine,,
Hematoloogilised uuringud,PL(Trombotsüütide arv),699,10 U/l,PLT,unknown,Bld,Pt,Qn
Kliiniline vereanalüüs,Trombotsüütide agregaadid,Trombotsüütideagregaadid,,,,Bld,Pt,Qn
Uriini uuringud,värvus,5040,,,,urine,,
Biokeemilised uuringud,fS-Reumatoidfaktor,101,IU/l,RF,ACnc,fSP,Pt,Qn
Hematoloogilised uuringud,%LYMPH(Lümfotsüüdid protsent),5707,%,Lymph,NCnc,Bld,Pt,Qn
Vere automaatuuring 3-osalise leukogrammiga,WBC,B1-A3Diff,10 9/L,WBC,NCnc,Bld,Pt,Qn
Vereäige mikroskoopia,Atüüpilised lümfoidsed rakud,B-Smear-m,%,,,Bld,Pt,Qn
Immuunmeetoditel uuringud,Lihtherpesviiruse 1. ja 2. tüübi vastane IgM seerumis,Lihtherpesviiruse1.ja2.tüübivastaneIgMseerumis,,,,Bld,Pt,Qn
Vereäige mikroskoopia,Reaktiivsed lümfotsüüdid,B-Smear-m,%,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,Piperatsilliin-tasobaktaam,30136,,,,Bld,Pt,Qn
Kliiniline labor (haigla),RDW,10169,%,RDW,Ratio,Bld,Pt,Qn
uriini autom. sademega,valk,U-uriini_autom._sademega,-,,,urine,,
"Hingamisteede viirused, PCR, ninaneelulimast",Rinoviirus A/B/C,Ns-Hingamisteede_viirused_-PCR,-,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,Mikroobi kogus,144825,,,,urine,,
HIV-1 antiretroviirusravimite genotüüpilise resistentsuse uuring verest,Proteaasi inhibiitorid: ATV,B-HIV-1_ARVDres,-,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,Piperatsillin tazob,5439,,,,Bld,Pt,Qn
Kliiniline vereanalüüs,"CBC,RET","CBC,RET",,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,Tsefepiim,30137,,,,urine,,
uriini autom. sademega,erikaal,U-uriini_autom._sademega,-,Erikaal SG,Rden,urine,,
Punktaadi analüüs,SynF-DiffA liigesevedeliku tsütoosi uuring analüsaatoril,SynF-DiffAliigesevedelikutsütoosiuuringanalüsaatoril,,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,Penitsilliin(Penitsilliin),62246,,,,Bld,Pt,Qn
Hemogramm viieosalise leukogrammiga,B-NRBC#,B-CBC-Diff,10^9/L,NRBC,unknown,Bld,Pt,Qn
Mikrobioloogilised uuringud,Pf-Anae(Anaeroobse mikrofloora külv (pleuravedelikust)),1794,,,,Bld,Pt,Qn
Vere automaatuuring 3-osalise leukogrammiga,Vastus,B-A3Diff,-,,,Bld,Pt,Qn
Hematoloogilised uuringud,B-SR(Erütrotsüütide settekiirus Pantshenkovi järgi),138,mm/h,ESR,Vel,Bld,Pt,Qn
Hematoloogilised uuringud,Trombotsüüdi,1230,x 10 9/L,,,Bld,Pt,Qn
Hematoloogilised uuringud,Er.makrotsütoos,749,korda,,,Bld,Pt,Qn
Uriini sademe mikroskoopia,Granulaarsed silindrid,U-Sedim,s/vv,,,urine,,
Väljast tellitud analüüsid,Yersinia pseudotuberculosis,Yersiniapseudotuberculosis,,,,Bld,Pt,Qn
Väljast tellitud analüüsid,Mycoplasma genitalium DNA,MycoplasmagenitaliumDNA,,,,Bld,Pt,Qn
Biokeemia analüüs,Gamma globuliinid,Gammaglobuliinid,,,,Bld,Pt,Qn
Hematoloogilised uuringud,3 B-Diff-LYMPH-%(Lümfotsüüdid protsent),25,%,Lymph,NCnc,Bld,Pt,Qn
Kliiniline vere ja glükohemoglobiini analüüs,Erütrotsüütide akantotsütoos,Erütrotsüütideakantotsütoos,,,,Bld,Pt,Qn
Uriini uuringud,Amorfsed uraadid,1034,,,,urine,,
Hematoloogilised uuringud,Pappenheimeri kehad,1890,,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,Vankomütsiin(Vankomütsiin),66076,,,,Bld,Pt,Qn
Vere automaatuuring 5-osalise leukogrammiga,LYMPH%,B1-CBC-Diff,%,Lymph,NCnc,Bld,Pt,Qn
Kliiniline vere ja glükohemoglobiini analüüs,NEUT%,,%,Neut,NCnc,Bld,Pt,Qn
Vere automaatuuring leukogrammita,RBC,B-CBC,10^12/l,RBC,NCnc,Bld,Pt,Qn
Uriini uuringud,Erütrotsüüdid,1024,rakku / vaateväli,Erütrotsüüdid,NCnc,urine,,
Hematoloogilised uuringud,B-Diff-Baso-arv,5626,10 l,Baso,unknown,Bld,Pt,Qn
Uriini sademe mikroskoopia,leukotsüüdid,U-Sedim,-,Leukotsüüdid,Naric,urine,,
Mikrobioloogilised uuringud,Mikroobi kogus,145406,,,,urine,,
Immuunmeetoditel põhinevad uuringud,Vere võtmise kuupäev,69582,,,,Bld,Pt,Qn
Kliinilise keemia uuringud,Valk,40133,g/l,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,Th-My(Seente külv (kurgulimast)),2139,,,,urine,,
Mikrobioloogilised uuringud,Domineeriv mikrofloor,740,,,,Bld,Pt,Qn
Uriini uuringud,makrof,764,,,,urine,,
Mikrobioloogilised uuringud,Erütrotsüüdid,736,,,,Bld,Pt,Qn
vereäige mikroskoopia,toksiline gran.,B-Smear,-,,,Bld,Pt,Qn
Uriini uuringud,Erütrots. silindrid,604,rakku / vaateväli,,,urine,,
Autoimmuundiagnostika,LKM-1,147256,,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,Tsiprofloksatsii,144557,,,,urine,,
Laboratoorne hematoloogia,WBC,123,,WBC,NCnc,Bld,Pt,Qn
Mikrobioloogilised uuringud,Oktsatsillii,550,,,,Bld,Pt,Qn
Hematoloogilised uuringud,Erütrotsüütide settekiirus 7(Settekiirus Westergreni järgi),701,mm/h,ESR,Vel,Bld,Pt,Qn
CBC-5Diff Hemogramm viieosalise leukogrammiga,NEUT%,B1-CBC-5Diff,%,Neut,NCnc,Bld,Pt,Qn
"Hemogramm viieosalise leukogrammiga, normoblastidega ja retikulotsüütidega",Ret-Hb,B-CBC-5DIFF-NRBC-RET,pg,,,Bld,Pt,Qn
Uriini analüüs,U-Prot-Fr Uriini valkude elektroforees,U-Prot-FrUriinivalkudeelektroforees,,Prot,unknown,urine,,
Kliinilise keemia uuringud,2 tunni pärast(2 tunni pärast),10974,mmol/l,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,Tsiprofloksatsii(Tsiprofloksatsiin),65659,,,,Bld,Pt,Qn
Kliinilise keemia uuringud,Kaltsium,40160,mmol/l,,,Bld,Pt,Qn
Hematoloogilised uuringud,3 B-Neut%(Neutrofiilide suhtarv),618,%,Neut,NCnc,Bld,Pt,Qn
Immuunmeetoditel uuringud,Anti HiV 1/2 kiirtest,AntiHiV1/2kiirtest,,,,Bld,Pt,Qn
Biokeemia analüüs,S-CDT Süsivesik-defitsiitne transferriin,,,,,urine,,
Uriini uuringud,Nitriti,1505,,,,urine,,
Laboratoorne hematoloogia,Protrom.aktiivsus,92,%,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,Gentamütsii,30266,,,,Bld,Pt,Qn
Kliiniline vere ja glükohemoglobiini analüüs,BASO#,,#,Baso,Num,Bld,Pt,Qn
Mikrobioloogilised uuringud,Mikroobi kogus,66600,,,,urine,,
Automaatuuring 3 osalise leukogrammiga (polikliinik),RDW%,B1-A3Diff,%,RDW,Ratio,Bld,Pt,Qn
Immuunmeetoditel uuringud,p2 / sp IgE Echinococcuse suht,,,,,Bld,Pt,Qn
Hemogramm viieosalise leukogrammiga,Eo#,B-CBC-5Diff,10\9/l,Eo,Num,Bld,Pt,Qn
Hematoloogilised uuringud,10 NRBC,717,,,,Bld,Pt,Qn
Kliiniline vereanalüüs,Erütrotsüütide poikilotsütoos,Erütrotsüütidepoikilotsütoos,,,,Bld,Pt,Qn
Borrelia burgdorferi vastased IgG antikehad Immunoblot,Borrelia IgM Immunoblot,S2-Borr-IgM_Immunoblot,-,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,TMP-SMX(TMP-SMX),64017,,,,Bld,Pt,Qn
Koproporfüriinide ja kreatiniini suhe uriinis,U-Coprop/U-Crea,U-Coprop/U-Crea,nmol/g crea,,,urine,,
Mikrobioloogia labor (haigla),Imipenem,40064,,,,Bld,Pt,Qn
Biokeemia analüüs,S-PropGly propüleenglükool veres,S-PropGlypropüleenglükoolveres,,,,urine,,
Immuunmeetoditel uuringud,f 87 sp IgE meloni suhtes,,,,,Bld,Pt,Qn
Uriini sademe mikroskoopia,SG,U-Sed-m,-,Erikaal SG,Rden,urine,,
Hemogramm viieosalise leukogrammiga,MCHC,B-CBC-5Diff,g/l,MCHC,MCnc,Bld,Pt,Qn
Hematoloogilised uuringud,Erütrots. anisokromaasia,1877,,,,Bld,Pt,Qn
Hematoloogia labori analüüsid,BASO,216,x 10 9/L,Baso,unknown,Bld,Pt,Qn
Biokeemia labor,B3-XmB-g_,10500,,,,urine,,
Mikrobioloogilised uuringud,Mikroobi kogus,66791,,,,Bld,Pt,Qn
Laktoosi taluvuse proov,Glükoos paastuplasmas enne koormust,Lactose-TT,mmol/l,,,Bld,Pt,Qn
Hematoloogilised uuringud,3 RDW%,29,%,RDW,Ratio,Bld,Pt,Qn
Vere automaatuuring,HCT,B1-CBC,%,HCT,VFr,Bld,Pt,Qn
Immuunhematoloogilised uuringud,B-aRBC-g(Erütrotsütaarsete antikehade sõeltest geeltehnikaga),10422,,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,Mo-Myc(Seente külv (suust)),2154,,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,trimetopri(PERH antibiogramm mikrobioloogia),4763,,,,Bld,Pt,Qn
VÄL,IgM,41176,g/l,,,Bld,Pt,Qn
Kliinilise keemia uuringud,Transferriini saturatsioon,1321,%,,,Bld,Pt,Qn
Kliiniline labor,amjorfsed fosfaadid,10163,,,,urine,,
VÄL,LFR,41272,%,,,Bld,Pt,Qn
Uriini uuringud,U-Ket(Uriini ketoonid),30,mmol/l,ketoonid,SCnc,urine,,
LTKH allhanked,Puumala viirus IgG,71498,,,,urine,,
Mikrobioloogia labor (haigla),Erütromütsiin,30263,,,,Bld,Pt,Qn
Biokeemia analüüs,fS-apoB (apolipoproteiin B),fS-apoB(apolipoproteiinB),,,,urine,,
Mikrobioloogilised uuringud,Mikroobi kogus,67190,,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,Vankomütsii,569,,,,Bld,Pt,Qn
Uriini analüüs 10-parameetrilise testribaga,Uriini valk,U-Strip,g/l,Prot,unknown,urine,,
Mikrobioloogilised uuringud,Apitsillii,551,,,,Bld,Pt,Qn
Laboratoorne hematoloogia,RDW-CV,67,%,RDW,Ratio,Bld,Pt,Qn
Hematoloogilised uuringud,Normoblaste,752,,,,Bld,Pt,Qn
Kliinilise keemia uuringud,Immuunglobuliin M,1332,g/l,,,Bld,Pt,Qn
Hüübimise uuringud,Proteiin C(PERH hüübimine Proteiin C),1718,%,,,Bld,Pt,Qn
Immuunhematoloogilised uuringud,7. sobivusproov(7. sobivusproov),11260,,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,Ns-Ae(Aeroobide uuring ninaneelulimast),556,,,,urine,,
Uriini analüüs,U-Col Värvus,,,,,urine,,
Mikrobioloogilised uuringud,Ft-EHEC(E. coli enterohemorragiline väljaheitest tampooniga),70418,,,,urine,,
Immuunmeetoditel uuringud,TG-ak / türeoglobuliini vastased antikehad,TG-ak/türeoglobuliinivastasedantikehad,,,,Bld,Pt,Qn
Hematoloogilised uuringud,Monotsüütide,2700,%,Mono,NCnc,Bld,Pt,Qn
Immuunmeetoditel uuringud,Streptococcus pneumoniae DNA RT-PCR meetodil täisverest,StreptococcuspneumoniaeDNART-PCRmeetodiltäisverest,,,,Bld,Pt,Qn
Biokeemia labor,Glükoos seerumis,27,,Gluc,unknown,urine,,
Hematoloogilised uuringud,MCHC,503,g/l,MCHC,MCnc,Bld,Pt,Qn
Mikrobioloogilised uuringud,Polümorfonukleaarsed leukotsüüdid,703,,,,urine,,
