id;fpath;sentence;remove_start;remove_end;removed;type;short_sent;cons_score;ual;la;sentence_analysis_data;peasona;verb;label
827;Train/tea_toohoive.conllu;Viimaste üleviimine empiiriliselt kontrollitavateks hüpoteesideks sõltus eelkõige nende kontrollimiseks vajalike andmete kättesaadavusest .;82;103;nende kontrollimiseks;free;Viimaste üleviimine empiiriliselt kontrollitavateks hüpoteesideks sõltus eelkõige vajalike andmete kättesaadavusest .;100.0;100.0;100.0;('nende', 7, 9, 'sõltus', 6);nende;sõltus;1
834;Train/aja_sloleht20071217_ud211.conllu;Ta arvab , et asi võis alata painutuspirueti uuel tasemel harjutamisest , kus selg lõi valusaks ja närvivalu liikus edasi jalga .;122;127;jalga;free;Ta arvab , et asi võis alata painutuspirueti uuel tasemel harjutamisest , kus selg lõi valusaks ja närvivalu liikus edasi .;90.5;100.0;90.5;('jalga', 20, 19, 'liikus', 19);jalga;liikus;1
851;Train/tea_dr8047.conllu;Rapsi ( Brassica napus oleifera ) kui kultuurtaime on kasvatatud Lõuna-Aasias ja Vahemeremail juba ligi 4000. a. e.m.a .;94;118;juba ligi 4000. a. e.m.a;free;Rapsi ( Brassica napus oleifera ) kui kultuurtaime on kasvatatud Lõuna-Aasias ja Vahemeremail .;85.7;100.0;85.7;('a.', 16, 10, 'kasvatatud', 10);a.;kasvatatud;1
852;Train/aja_epl20061216_ud211.conllu;Suusahull Eesti rahvas sooviks ometi teada , mis Cognes täpselt juhtus ?;49;55;Cognes;free;Suusahull Eesti rahvas sooviks ometi teada , mis täpselt juhtus ?;72.7;81.8;81.8;('Cognes', 8, 11, 'juhtus', 11);Cognes;juhtus;1
854;Train/aja_ee200110_osa_3_ud211.conllu;Kui aga aastal 1803 kukkus Normandiasse L'Aigle'isse paar tuhat meteoriiti , tuli teadlastelgi tunnistada , et taevast sajab kive alla .;27;39;Normandiasse;free;Kui aga aastal 1803 kukkus L'Aigle'isse paar tuhat meteoriiti , tuli teadlastelgi tunnistada , et taevast sajab kive alla .;20.0;25.0;25.0;('Normandiasse', 5, 5, 'kukkus', 5);Normandiasse;kukkus;1
855;Train/aja_ee200110_osa_3_ud211.conllu;Kui aga aastal 1803 kukkus Normandiasse L'Aigle'isse paar tuhat meteoriiti , tuli teadlastelgi tunnistada , et taevast sajab kive alla .;40;52;L'Aigle'isse;free;Kui aga aastal 1803 kukkus Normandiasse paar tuhat meteoriiti , tuli teadlastelgi tunnistada , et taevast sajab kive alla .;95.0;100.0;95.0;"(""L'Aigle'isse"", 6, 5, 'kukkus', 5)";L'Aigle'isse;kukkus;1
856;Train/aja_ee200110_osa_3_ud211.conllu;Kui aga aastal 1803 kukkus Normandiasse L'Aigle'isse paar tuhat meteoriiti , tuli teadlastelgi tunnistada , et taevast sajab kive alla .;82;94;teadlastelgi;free;Kui aga aastal 1803 kukkus Normandiasse L'Aigle'isse paar tuhat meteoriiti , tuli tunnistada , et taevast sajab kive alla .;25.0;30.0;30.0;('teadlastelgi', 12, 12, 'tuli', 12);teadlastelgi;tuli;1
858;Train/aja_ee199920_osa_3_ud211.conllu;Isegi Sevilla näituse väljak on praegu maha jäetud ja hulkurid kasutavad seda ööbimispaigana .;78;92;ööbimispaigana;free;Isegi Sevilla näituse väljak on praegu maha jäetud ja hulkurid kasutavad seda .;92.3;92.3;100.0;('ööbimispaigana', 12, 11, 'kasutavad', 11);ööbimispaigana;kasutavad;1
863;Train/ilu_valton_ud211.conllu;Siga viidi rehealla , seal ta karjus , et mehed ta lahti laseksid , lõpuks jäi hirmsa ohkega vait ning rohkem pole teda nähtud .;79;92;hirmsa ohkega;free;Siga viidi rehealla , seal ta karjus , et mehed ta lahti laseksid , lõpuks jäi vait ning rohkem pole teda nähtud .;87.0;91.3;95.7;('ohkega', 17, 16, 'jäi', 16);ohkega;jäi;1
873;Train/aja_pm20001004_osa_3_ud211.conllu;Kultuuriminister Signe Kivi sõnul peab valitsus hoolimata mitmete ärimeeste vastuväidetest alghinda reaalseks .;48;90;hoolimata mitmete ärimeeste vastuväidetest;free;Kultuuriminister Signe Kivi sõnul peab valitsus alghinda reaalseks .;100.0;100.0;100.0;('vastuväidetest', 9, 5, 'peab', 5);vastuväidetest;peab;1
876;Train/aja_ee199920_osa_1_ud211.conllu;Mikson suri 1993. aastal Islandil .;12;24;1993. aastal;free;Mikson suri Islandil .;100.0;100.0;100.0;('aastal', 3, 2, 'suri', 2);aastal;suri;1
879;Train/aja_luup200106_osa_1_ud211.conllu;Nad ei ole mõelnud sellele , et kõrvalepandud raha võib end ka ise kasvatada .;60;66;ka ise;free;Nad ei ole mõelnud sellele , et kõrvalepandud raha võib end kasvatada .;100.0;100.0;100.0;('ka', 11, 13, 'kasvatada', 14);ka;kasvatada;1
887;Train/tea_dr8047.conllu;Ka P. K. Mayo jt. ( 1995 ) teatasid , et rikastatud munade kaudu nädala jooksul saadud 800 mg ω-3-rasvhappeid vähendas märgatavalt vereliistakute agregatsiooni katsealuste grupis .;41;64;rikastatud munade kaudu;free;Ka P. K. Mayo jt. ( 1995 ) teatasid , et nädala jooksul saadud 800 mg ω-3-rasvhappeid vähendas märgatavalt vereliistakute agregatsiooni katsealuste grupis .;;;;('rikastatud', 11, 13, 'vähendas', 21);rikastatud;vähendas;1
889;Train/tea_dr8047.conllu;Ka P. K. Mayo jt. ( 1995 ) teatasid , et rikastatud munade kaudu nädala jooksul saadud 800 mg ω-3-rasvhappeid vähendas märgatavalt vereliistakute agregatsiooni katsealuste grupis .;160;178;katsealuste grupis;free;Ka P. K. Mayo jt. ( 1995 ) teatasid , et rikastatud munade kaudu nädala jooksul saadud 800 mg ω-3-rasvhappeid vähendas märgatavalt vereliistakute agregatsiooni .;;;;('grupis', 25, 21, 'vähendas', 21);grupis;vähendas;1
891;Train/aja_luup200106_osa_5_ud211.conllu;Oli ka terve rida kaubaartikleid , mida tsaar ei lubanud Soome lahe linnade kaudu Venemaalt välja vedada .;82;91;Venemaalt;free;Oli ka terve rida kaubaartikleid , mida tsaar ei lubanud Soome lahe linnade kaudu välja vedada .;76.5;76.5;88.2;('Venemaalt', 14, 17, 'vedada', 17);Venemaalt;vedada;1
893;Train/aja_horisont2000_osa_2_ud211.conllu;Ainuüksi autoklaavid , mida kasutatakse vivaariumitarvete ja loomade toidu steriliseerimiseks , maksavad näiteks üle miljoni krooni igaüks .;40;93;vivaariumitarvete ja loomade toidu steriliseerimiseks;free;Ainuüksi autoklaavid , mida kasutatakse , maksavad näiteks üle miljoni krooni igaüks .;92.3;100.0;92.3;('steriliseerimiseks', 9, 5, 'kasutatakse', 5);steriliseerimiseks;kasutatakse;1
898;Train/aja_ee199920_osa_2_ud211.conllu;Aga see informatsioon ei ole Eestis avalik .;29;35;Eestis;free;Aga see informatsioon ei ole avalik .;100.0;100.0;100.0;('Eestis', 5, 7, 'ei', 4);Eestis;ei;1
903;Train/aja_pm19980926e_ud211.conllu;Tavatute maitseainete kombinatsioonidega õun küll väheke pirtsutab , kuid näitab siiski üles leplikust aniisi , rosé pipra ja koriandri vastu .;0;40;Tavatute maitseainete kombinatsioonidega;free;õun küll väheke pirtsutab , kuid näitab siiski üles leplikust aniisi , rosé pipra ja koriandri vastu .;83.3;83.3;88.9;('Tavatute', 0, 2, 'pirtsutab', 7);Tavatute;pirtsutab;1
905;Train/ilu_kivirahk_ud211.conllu;Lõpuks jõuti Ernesaksa tuppa , mis oli Tõnule tõeliseks kergenduseks , kuna seal oli vähemalt soe .;39;45;Tõnule;free;Lõpuks jõuti Ernesaksa tuppa , mis oli tõeliseks kergenduseks , kuna seal oli vähemalt soe .;87.5;87.5;93.8;('Tõnule', 7, 10, 'jõuti', 2);Tõnule;jõuti;1
908;Train/ilu_kivirahk_ud211.conllu;Mina ei kavatse anda armu nõdrale lihale , mis meelitab mind siin pehmel murul laisklema ja patuseid rõõme nautima , vaid annan talle piitsa ja asun taas teele .;61;78;siin pehmel murul;free;Mina ei kavatse anda armu nõdrale lihale , mis meelitab mind laisklema ja patuseid rõõme nautima , vaid annan talle piitsa ja asun taas teele .;88.5;88.5;100.0;('siin', 11, 14, 'laisklema', 15);siin;laisklema;1
917;Train/tea_eesti_arst_2004_osa_4_ud211.conllu;Max Siurala õpilaste initsiatiivil korraldatakse igal aastal Siurala-nimeline sümpoosion - Circus Siurala , mis oli oodatud teadusüritus tema kolleegidele Soomes .;137;161;tema kolleegidele Soomes;free;Max Siurala õpilaste initsiatiivil korraldatakse igal aastal Siurala-nimeline sümpoosion - Circus Siurala , mis oli oodatud teadusüritus .;100.0;100.0;100.0;('kolleegidele', 18, 17, 'korraldatakse', 5);kolleegidele;korraldatakse;1
919;Train/aja_epl20061216_ud211.conllu;Koos oma treeneri Andrei Luzginiga täidavad nad kergejõustikutreeneri Sven Andresoo koostatud harjutuskava .;48;83;kergejõustikutreeneri Sven Andresoo;free;Koos oma treeneri Andrei Luzginiga täidavad nad koostatud harjutuskava .;100.0;100.0;100.0;('Sven', 8, 8, 'täidavad', 6);Sven;täidavad;1
920;Train/ilu_indrikson_ud211.conllu;Tema oli siis noor tohman , kes kahetses veel kaua , et polnud lavakasse sisse saanud .;63;72;lavakasse;free;Tema oli siis noor tohman , kes kahetses veel kaua , et polnud sisse saanud .;100.0;100.0;100.0;('lavakasse', 13, 16, 'saanud', 16);lavakasse;saanud;1
928;Train/arborest_ud211.conllu;Peeter jooksis toast koridori ust avama .;15;20;toast;free;Peeter jooksis koridori ust avama .;100.0;100.0;100.0;('toast', 2, 2, 'jooksis', 2);toast;jooksis;1
931;Train/tea_geofyysika.conllu;Kuna geosfääride protsessid toimivad globaalse mastaabiga , siis on vahel isegi üksikküsimuste uurimisel tarvilik globaalne haare .;74;104;isegi üksikküsimuste uurimisel;free;Kuna geosfääride protsessid toimivad globaalse mastaabiga , siis on vahel tarvilik globaalne haare .;100.0;100.0;100.0;('isegi', 10, 12, 'toimivad', 4);isegi;toimivad;1
935;Train/arborest_ud211.conllu;Peeter tõstis kohvri võrgust pingile .;21;28;võrgust;free;Peeter tõstis kohvri pingile .;100.0;100.0;100.0;('võrgust', 3, 2, 'tõstis', 2);võrgust;tõstis;1
938;Train/aja_luup200106_osa_1_ud211.conllu;Kahel kolmandikul Eesti miljonäridest pole Stanley ja Danko järgi võimalik lähima viie kuni kümne aasta jooksul jätkata tänaseks väljakujunenud elulaadi .;43;65;Stanley ja Danko järgi;free;Kahel kolmandikul Eesti miljonäridest pole võimalik lähima viie kuni kümne aasta jooksul jätkata tänaseks väljakujunenud elulaadi .;88.2;94.1;94.1;('Danko', 7, 6, 'pole', 5);Danko;pole;1
939;Train/aja_luup200106_osa_1_ud211.conllu;Kahel kolmandikul Eesti miljonäridest pole Stanley ja Danko järgi võimalik lähima viie kuni kümne aasta jooksul jätkata tänaseks väljakujunenud elulaadi .;75;111;lähima viie kuni kümne aasta jooksul;free;Kahel kolmandikul Eesti miljonäridest pole Stanley ja Danko järgi võimalik jätkata tänaseks väljakujunenud elulaadi .;93.3;100.0;93.3;('aasta', 14, 10, 'pole', 5);aasta;pole;1
943;Train/ilu_vilep_ud211.conllu;Võtsime sõpradega siin ühe õlle ...;8;17;sõpradega;free;Võtsime siin ühe õlle ...;100.0;100.0;100.0;('sõpradega', 1, 1, 'Võtsime', 1);sõpradega;Võtsime;1
944;Train/aja_luup200106_osa_2_ud211.conllu;Need käivad meile üle jõu .;12;17;meile;free;Need käivad üle jõu .;100.0;100.0;100.0;('meile', 2, 2, 'käivad', 2);meile;käivad;1
949;Train/aja_ee199920_osa_3_ud211.conllu;Oma eksklusiivsuse ja kõrge hinna ( eeldatavasti 2--3 milj ) tõttu on ostjate leidmine Tartu tingimustes väga problemaatiline .;87;104;Tartu tingimustes;free;Oma eksklusiivsuse ja kõrge hinna ( eeldatavasti 2--3 milj ) tõttu on ostjate leidmine väga problemaatiline .;23.5;29.4;41.2;('Tartu', 14, 16, 'on', 12);Tartu;on;1
957;Train/aja_luup200106_osa_1_ud211.conllu;Samas tuleks hakkajamatel haarata väljakujunenud ( väär ) mentaliteetide muutmiseks rohkem kinni hoiustamisele alternatiivsetest investeerimisvõimalustest .;34;83;väljakujunenud ( väär ) mentaliteetide muutmiseks;free;Samas tuleks hakkajamatel haarata rohkem kinni hoiustamisele alternatiivsetest investeerimisvõimalustest .;90.0;90.0;100.0;('muutmiseks', 9, 4, 'haarata', 4);muutmiseks;haarata;1
958;Train/aja_luup200106_osa_1_ud211.conllu;Samas tuleks hakkajamatel haarata väljakujunenud ( väär ) mentaliteetide muutmiseks rohkem kinni hoiustamisele alternatiivsetest investeerimisvõimalustest .;97;110;hoiustamisele;free;Samas tuleks hakkajamatel haarata väljakujunenud ( väär ) mentaliteetide muutmiseks rohkem kinni alternatiivsetest investeerimisvõimalustest .;80.0;80.0;86.7;('hoiustamisele', 12, 14, 'haarata', 4);hoiustamisele;haarata;1
962;Train/aja_pm20001004_osa_2_ud211.conllu;Rootsi-Vene sõja ajal ( 1656-1661 ) , kui ülikoolis katkes õppetöö , olid ülikooli trükikoja seadmed ja raamatud sissemüürituna peidus Maarja kirikus altari läheduses .;113;127;sissemüürituna;free;Rootsi-Vene sõja ajal ( 1656-1661 ) , kui ülikoolis katkes õppetöö , olid ülikooli trükikoja seadmed ja raamatud peidus Maarja kirikus altari läheduses .;20.8;29.2;29.2;('sissemüürituna', 18, 20, 'katkes', 10);sissemüürituna;katkes;1
966;Train/aja_ee199920_osa_2_ud211.conllu;Uurimise käigus on ilmnenud , et Holm võib olla segatud ka mitmetesse varasematesse kuritegudesse .;0;15;Uurimise käigus;free;on ilmnenud , et Holm võib olla segatud ka mitmetesse varasematesse kuritegudesse .;92.3;100.0;92.3;('käigus', 1, 1, 'ilmnenud', 4);käigus;ilmnenud;1
970;Dev/aja_epl20070812_ud211.conllu;Kais ja Vesik teenisid 7-nda kohaga 360 EM-punkti ning 3000 Euro suuruse auhinnaraha .;23;35;7-nda kohaga;free;Kais ja Vesik teenisid 360 EM-punkti ning 3000 Euro suuruse auhinnaraha .;100.0;100.0;100.0;('kohaga', 5, 4, 'teenisid', 4);kohaga;teenisid;1
976;Train/aja_ee199920_osa_1_ud211.conllu;Eesti Ekspress läheb Islandile uurima Evald Miksonist mahajäänud pabereid , mis on arvatavasti tema mälestused .;21;30;Islandile;free;Eesti Ekspress läheb uurima Evald Miksonist mahajäänud pabereid , mis on arvatavasti tema mälestused .;100.0;100.0;100.0;('Islandile', 3, 3, 'läheb', 3);Islandile;läheb;1
981;Train/tea_toohoive.conllu;USA on ära hoidnud töökohtade kaotamise , hüvitades kõrge produktiivsuse kasvu , mis ulatus 40 %-ni perioodil 1982-1993. a. kõrge tootmise ( nõudluse ) kasvuga , mis ulatus 37 %-ni .;100;123;perioodil 1982-1993. a.;free;USA on ära hoidnud töökohtade kaotamise , hüvitades kõrge produktiivsuse kasvu , mis ulatus 40 %-ni kõrge tootmise ( nõudluse ) kasvuga , mis ulatus 37 %-ni .;46.4;46.4;60.7;('perioodil', 16, 14, 'ulatus', 14);perioodil;ulatus;1
989;Train/tea_AA_05_6_ud211.conllu;Järgnevates alapunktides on toodud valdkonniti andmekaevandamise võimalikud praktilised rakendused , nimekiri pole sellisel kujul kindlasti lõplik .;115;129;sellisel kujul;free;Järgnevates alapunktides on toodud valdkonniti andmekaevandamise võimalikud praktilised rakendused , nimekiri pole kindlasti lõplik .;100.0;100.0;100.0;('sellisel', 12, 14, 'toodud', 4);sellisel;toodud;1
995;Train/aja_sloleht20071217_ud211.conllu;Enamik eestlasi mekib vana aasta õhtul jõuludest järele jäänud verivorste just teleri ees .;22;38;vana aasta õhtul;free;Enamik eestlasi mekib jõuludest järele jäänud verivorste just teleri ees .;90.9;90.9;100.0;('õhtul', 5, 3, 'mekib', 3);õhtul;mekib;1
999;Train/aja_ml200247_osa_2_ud211.conllu;Saaremaa Liha- ja Piimaühistu ostab maakonna piimatootjatele Kesko Agro Eesti ASi kaudu Ukrainast ja mujalt söödamaisi , et parandada lehmade piimaandi .;61;87;Kesko Agro Eesti ASi kaudu;free;Saaremaa Liha- ja Piimaühistu ostab maakonna piimatootjatele Ukrainast ja mujalt söödamaisi , et parandada lehmade piimaandi .;100.0;100.0;100.0;('ASi', 10, 5, 'ostab', 5);ASi;ostab;1
1001;Train/ilu_valton_ud211.conllu;Või siis sellele , et looduses leidub haruldusi , olgu kanad virgad siblima , siis võib neilegi õnn naeratada .;22;30;looduses;free;Või siis sellele , et leidub haruldusi , olgu kanad virgad siblima , siis võib neilegi õnn naeratada .;89.5;89.5;100.0;('looduses', 5, 7, 'leidub', 7);looduses;leidub;1
1003;Train/ilu_vilep_ud211.conllu;Keegi koputas seina peale .;14;25;seina peale;free;Keegi koputas .;100.0;100.0;100.0;('seina', 2, 2, 'koputas', 2);seina;koputas;1
1004;Train/aja_luup200106_osa_6_ud211.conllu;Spämm on kiri , mida me reeglina vabatahtlikult oma e-postkastis näha ei tahaks .;24;32;reeglina;free;Spämm on kiri , mida me vabatahtlikult oma e-postkastis näha ei tahaks .;92.3;92.3;100.0;('reeglina', 6, 13, 'tahaks', 13);reeglina;tahaks;1
1006;Dev/aja_ee199920_osa4_ud211.conllu;Aga ma peaksin vist pihtima , et ma ei tea , mida interaktiivne meedia endast täpselt kujutab , mida ta annab .;71;77;endast;free;Aga ma peaksin vist pihtima , et ma ei tea , mida interaktiivne meedia täpselt kujutab , mida ta annab .;100.0;100.0;100.0;('endast', 14, 17, 'kujutab', 17);endast;kujutab;1
1010;Dev/ilu_ruben_ud211.conllu;Mul oli võimalus näha end peeglist , millest end harilikult vaatab tüdruk , kui ta käed kas kellegi meeldimiseks või lihtsalt hea enesetunde jaoks kavalalt juukseid seavad .;88;146;kas kellegi meeldimiseks või lihtsalt hea enesetunde jaoks;free;Mul oli võimalus näha end peeglist , millest end harilikult vaatab tüdruk , kui ta käed kavalalt juukseid seavad .;100.0;100.0;100.0;('kas', 16, 19, 'seavad', 27);kas;seavad;1
1012;Train/tea_AA_05_6_ud211.conllu;Dubleeritud andmeid säilitatakse püsivalt iga protsessorüksuse juures nn dubleeritud andmete mäluruumi osas .;70;107;nn dubleeritud andmete mäluruumi osas;free;Dubleeritud andmeid säilitatakse püsivalt iga protsessorüksuse juures .;100.0;100.0;100.0;('osas', 11, 3, 'säilitatakse', 3);osas;säilitatakse;1
1013;Train/aja_luup200106_osa_3_ud211.conllu;Pole mõtet ka noori alahinnata , me ise ka täpselt ei tea , millisel erialal on nelja-viie aasta pärast kõige rohkem töövõimalusi .;80;103;nelja-viie aasta pärast;free;Pole mõtet ka noori alahinnata , me ise ka täpselt ei tea , millisel erialal on kõige rohkem töövõimalusi .;65.0;75.0;80.0;('aasta', 17, 15, 'tea', 12);aasta;tea;1
1016;Train/ilu_valton_ud211.conllu;Polnud teada , kellest siin üldse elulooma saab , ning kukk ei mõtelnud veel , et peagi saabub aeg , mil ühest sellisest pallist kasvab noor ja tugev kukk , kellega tal tuleb võimu pärast võidelda .;105;128;ühest sellisest pallist;free;Polnud teada , kellest siin üldse elulooma saab , ning kukk ei mõtelnud veel , et peagi saabub aeg , mil kasvab noor ja tugev kukk , kellega tal tuleb võimu pärast võidelda .;82.4;85.3;88.2;('ühest', 21, 24, 'kasvab', 25);ühest;kasvab;1
1018;Train/ilu_valton_ud211.conllu;Polnud teada , kellest siin üldse elulooma saab , ning kukk ei mõtelnud veel , et peagi saabub aeg , mil ühest sellisest pallist kasvab noor ja tugev kukk , kellega tal tuleb võimu pärast võidelda .;165;168;tal;free;Polnud teada , kellest siin üldse elulooma saab , ning kukk ei mõtelnud veel , et peagi saabub aeg , mil ühest sellisest pallist kasvab noor ja tugev kukk , kellega tuleb võimu pärast võidelda .;83.3;86.1;88.9;('tal', 31, 33, 'tuleb', 33);tal;tuleb;1
1019;Train/ilu_valton_ud211.conllu;Polnud teada , kellest siin üldse elulooma saab , ning kukk ei mõtelnud veel , et peagi saabub aeg , mil ühest sellisest pallist kasvab noor ja tugev kukk , kellega tal tuleb võimu pärast võidelda .;175;187;võimu pärast;free;Polnud teada , kellest siin üldse elulooma saab , ning kukk ei mõtelnud veel , et peagi saabub aeg , mil ühest sellisest pallist kasvab noor ja tugev kukk , kellega tal tuleb võidelda .;82.9;85.7;88.6;('pärast', 34, 34, 'võidelda', 36);pärast;võidelda;1
1027;Train/aja_pm20001004_osa_2_ud211.conllu;"Tavalises "" Tuhkatriinus "" sigatseb võõrasema koos kasuõdedega orvukese kallal siis , kui tema isa pole kodus .";63;78;orvukese kallal;free;"Tavalises "" Tuhkatriinus "" sigatseb võõrasema koos kasuõdedega siis , kui tema isa pole kodus .";100.0;100.0;100.0;('orvukese', 8, 5, 'sigatseb', 5);orvukese;sigatseb;1
1031;Dev/aja_luup200009_ud211.conllu;Häda on selles , et jõuluahv - Sulawesi tuttmakaak - kuulub maailma haruldasimate liikide hulka .;60;67;maailma;free;Häda on selles , et jõuluahv - Sulawesi tuttmakaak - kuulub haruldasimate liikide hulka .;93.3;100.0;93.3;('maailma', 11, 13, 'kuulub', 11);maailma;kuulub;1
