analysis_name,analysis_substrate,parameter_code,parameter_name,unit,count
Histoloogia,,Kloriididmmol/l,Diagnoos 1,,4
Histoloogia,,U-BARbarbituraadiduriinis,Kirjeldus,,12
Histoloogia,,30262,Diagnoos 1,,3
Histoloogia,,10974,Kirjeldus,,4
Histoloogia,,N.Gonorröa_PCR_meetodil,Diagnoos 1,,1
Histoloogia,,S1-aCpn-IgG,Arhiivi number,,12
Histoloogia,,Bikarbobnaat,Lokatsioon,,235
Histoloogia,,7677,Diagnoos 1,,1
Histoloogia,,Erütrotsüütideovalotsütoos,Lokatsioon,,2
Histoloogia,,71435,Arhiivi number,,1
Hematoloogilised uuringud,,508,RDW%,,262
Hematoloogilised uuringud,,Vaskplasmas,RDW%,,1
Hematoloogilised uuringud,,S-EBV_VCA_IgM,RDW%,,4
Histoloogia,,"S,P-SHBG",Arhiivi number,,1
Histoloogia,,7591,Kirjeldus,,14
Histoloogia,,147324,Kirjeldus,,1
Hematoloogilised uuringud,,Üldbiokeemilised,RDW%,,1
Histoloogia,,S-CgA/KromograniinA(CgA),Arhiivi number,,6
Histoloogia,,1925,Kirjeldus,,47
Hematoloogilised uuringud,,tiuraamidesegu(Thiuram-Mix)1%,PLCR,,2
Hematoloogilised uuringud,,3857,PLCR,,18
Histoloogia,,fS-Folaat,Arhiivi number,,7
Hematoloogilised uuringud,,4209,PLCR,,47
Hematoloogilised uuringud,,4280,PLCR,,1
Hematoloogilised uuringud,,S-Crea_,PLCR,,6
Histoloogia,,1337,Arhiivi number,,6
Histoloogia,,5644,Diagnoos 1,,5
Hematoloogilised uuringud,,45095,RDW%,,1
Hematoloogilised uuringud,,Epstein-BarrviirusetuumaantigeenivastIgMseerumis,RDW%,,19
Hematoloogilised uuringud,,S-CMVIgM/TsütomegaloviirusevastaneIgMseerumis,RDW%,,39
Hematoloogilised uuringud,,Sy-Tbc-PCR,PLCR,,1
Hematoloogilised uuringud,,1140,RDW%,,237
Hematoloogilised uuringud,,PrcF-eosinofiilid,PLCR,,1
Histoloogia,,10080,Diagnoos 1,,2
Hematoloogilised uuringud,,U-Ctr-PCR,RDW%,,22
Hematoloogilised uuringud,,43548,RDW%,,1
Histoloogia,,59325,Lokatsioon,,1
Histoloogia,,anti-EMAIgA/endomüüsiumivak,Arhiivi number,,1
Histoloogia,,S-ACA,Diagnoos 1,,4
Histoloogia,,S-AmylP(amülaasipankreasefraktsioon),Diagnoos 1,,71
Histoloogia,,65312,Lokatsioon,,1
Hematoloogilised uuringud,,2688,PLCR,,2
Histoloogia,,11223,Kirjeldus,,13
Histoloogia,,Cx-C_trahomatis_DNA,Diagnoos 1,,68
Histoloogia,,S2-Y_enterocolitica_03_Ab,Lokatsioon,,1
Hematoloogilised uuringud,,30152,PLCR,,3
Histoloogia,,_S-FE,Kirjeldus,,28
Hematoloogilised uuringud,,dU-DALA,PLCR,,4
Histoloogia,,ParagripiviiruseAGIF,Diagnoos 1,,3
Histoloogia,,f27/spIgEloomalihasuhtes,Diagnoos 1,,3
Histoloogia,,69584,Kirjeldus,,2
Histoloogia,,Bx-Tbc,Arhiivi number,,1
Histoloogia,,S-U1RNP_IgG,Lokatsioon,,1
Histoloogia,,10128,Diagnoos 1,,3
Histoloogia,,7179,Kirjeldus,,17
Histoloogia,,1657,Diagnoos 1,,13
Hematoloogilised uuringud,,U-Mycobacterium-m,PLCR,,8
Histoloogia,,144274,Kirjeldus,,10
Hematoloogilised uuringud,,10321,RDW%,,2
Hematoloogilised uuringud,,1455,RDW%,,2
Histoloogia,,4281,Diagnoos 1,,1
Hematoloogilised uuringud,,S-AGAIgA/deamideeritudgliadiinivastaneIgAseerumis,RDW%,,21
Histoloogia,,1162,Diagnoos 1,,378
Histoloogia,,S-aHCV,Lokatsioon,,108
Hematoloogilised uuringud,,7856,PLCR,,1
Histoloogia,,S2-IgE-FP51,Arhiivi number,,9
Histoloogia,,4759,Kirjeldus,,9
Histoloogia,,Salmonellakompleks,Kirjeldus,,7
Hematoloogilised uuringud,,147172,RDW%,,7
Hematoloogilised uuringud,,P-GGT,PLCR,,24
Hematoloogilised uuringud,,3537,PLCR,,2
Histoloogia,,B-aRBC,Lokatsioon,,964
Hematoloogilised uuringud,,67178,RDW%,,1
Hematoloogilised uuringud,,71383,PLCR,,16
Hematoloogilised uuringud,,S-IL-6,RDW%,,7
Hematoloogilised uuringud,,246,RDW%,,7
Histoloogia,,147255,Lokatsioon,,1
Histoloogia,,654,Kirjeldus,,16
Hematoloogilised uuringud,,B-Hemo,PLCR,,1189
Hematoloogilised uuringud,,10188,PLCR,,455
Histoloogia,,10508,Arhiivi number,,84
Histoloogia,,11042,Diagnoos 1,,134
Hematoloogilised uuringud,,10224,PLCR,,58
Histoloogia,,4355,Kirjeldus,,6
Hematoloogilised uuringud,,Va-Bsk,PLCR,,110
Hematoloogilised uuringud,,2242,PLCR,,43
Hematoloogilised uuringud,,10863,PLCR,,6
Histoloogia,,CSF-aTBEG-IgM,Arhiivi number,,1
Hematoloogilised uuringud,,P4-CA125,RDW%,,1
Hematoloogilised uuringud,,11119,RDW%,,401
Hematoloogilised uuringud,,72204,PLCR,,2
Histoloogia,,S-Mspike2M-komponent2,Arhiivi number,,2
Hematoloogilised uuringud,,U-Trifos.krTrifosfaadikristallid,PLCR,,2
Histoloogia,,147290,Lokatsioon,,2
Hematoloogilised uuringud,,Cx-HPVkõrgeriskitüüpideDNA,RDW%,,4
Histoloogia,,1607,Diagnoos 1,,14
Histoloogia,,403,Lokatsioon,,16
Hematoloogilised uuringud,,677,PLCR,,5
Histoloogia,,ChlamydophilapneumoniaevastaneIgMseerumis,Lokatsioon,,52
Hematoloogilised uuringud,,Herpessimplex2IgGWBmeetod,PLCR,,1
Hematoloogilised uuringud,,4806,RDW%,,8
Histoloogia,,Müosiidiprofiil,Kirjeldus,,1
Hematoloogilised uuringud,,B-HbA1C,PLCR,,420
Histoloogia,,10503,Kirjeldus,,290
Hematoloogilised uuringud,,4585,RDW%,,15
Histoloogia,,69588,Arhiivi number,,35
Hematoloogilised uuringud,,B-XmB-g,RDW%,,1085
Hematoloogilised uuringud,,7704,RDW%,,2
Histoloogia,,Cf-AerMyc,Lokatsioon,,148
Histoloogia,,61574,Diagnoos 1,,6
Hematoloogilised uuringud,,MycoplasmapneumoniaeIgM,RDW%,,4
Hematoloogilised uuringud,,1226,RDW%,,27
Histoloogia,,86,Lokatsioon,,2
Histoloogia,,S-Paracet(paratsetamool),Kirjeldus,,1
Histoloogia,,1754,Arhiivi number,,5
Hematoloogilised uuringud,,Cf-Myc,PLCR,,10
Hematoloogilised uuringud,,_Rf,RDW%,,63
Histoloogia,,241,Lokatsioon,,7
Histoloogia,,Perikardivedelikumakroskoopilineuuring,Diagnoos 1,,1
Histoloogia,,S-w8_IgE,Arhiivi number,,88
Histoloogia,,72258,Kirjeldus,,9
Histoloogia,,146360,Lokatsioon,,2
Histoloogia,,C1inhibiitor,Diagnoos 1,,1
Hematoloogilised uuringud,,145950,PLCR,,2
Hematoloogilised uuringud,,41176,PLCR,,7
Histoloogia,,10195,Arhiivi number,,4
Histoloogia,,Un-Mtd,Diagnoos 1,,1
Hematoloogilised uuringud,,Albumiinisuheliikvorisjaseerumis,PLCR,,1
Histoloogia,,58069,Kirjeldus,,1
Histoloogia,,4891,Arhiivi number,,7
Hematoloogilised uuringud,,43219,RDW%,,2
Hematoloogilised uuringud,,1932,RDW%,,4
Histoloogia,,147159,Diagnoos 1,,1
Histoloogia,,1576,Lokatsioon,,7
Histoloogia,,72189,Arhiivi number,,13
Histoloogia,,1408,Arhiivi number,,12
Hematoloogilised uuringud,,3633,RDW%,,7
Histoloogia,,S-E2_IgE,Kirjeldus,,45
Hematoloogilised uuringud,,1154,PLCR,,1
Histoloogia,,4280,Lokatsioon,,1
Histoloogia,,10492,Arhiivi number,,58
Histoloogia,,829,Lokatsioon,,145
Hematoloogilised uuringud,,S-Bil-D2,RDW%,,3
Histoloogia,,70924,Lokatsioon,,1
Histoloogia,,102,Lokatsioon,,20
Histoloogia,,S-aENA-paneel,Kirjeldus,,24
Histoloogia,,71671,Lokatsioon,,4
Histoloogia,,d71/spIgELepidoglyphysd,Lokatsioon,,5
Histoloogia,,7581,Lokatsioon,,14
Histoloogia,,609,Arhiivi number,,4552
Histoloogia,,S-Hantavirus_IgG,Diagnoos 1,,6
Hematoloogilised uuringud,,579,PLCR,,6
Histoloogia,,HCT,Diagnoos 1,,7050
Histoloogia,,IgG2,Arhiivi number,,5
Hematoloogilised uuringud,,1849,RDW%,,177
Histoloogia,,S-Aspergillus_Ag,Diagnoos 1,,1
Histoloogia,,vB-pH,Lokatsioon,,61
Histoloogia,,S1-CK-MBm,Arhiivi number,,429
Histoloogia,,10124,Lokatsioon,,1
Hematoloogilised uuringud,,2522,RDW%,,1
Histoloogia,,69656,Diagnoos 1,,82
Histoloogia,,e6/spIgEmeriseasuhtes,Lokatsioon,,1
Histoloogia,,anti-HBe,Lokatsioon,,2
Histoloogia,,964,Lokatsioon,,2
Histoloogia,,Sem-Cytology,Lokatsioon,,3
Hematoloogilised uuringud,,41500,RDW%,,6
Histoloogia,,S-EtOH,Diagnoos 1,,57
Histoloogia,,KasvajamarkerS100,Lokatsioon,,92
Hematoloogilised uuringud,,PrcF-LDHperikardivedelikus,RDW%,,1
Histoloogia,,6774,Diagnoos 1,,1
Histoloogia,,NEUT%,Arhiivi number,,6056
Hematoloogilised uuringud,,Vag-Bsk,PLCR,,33
Histoloogia,,7158,Arhiivi number,,2
Hematoloogilised uuringud,,560,RDW%,,15
Histoloogia,,fS-Urea,Arhiivi number,,1036
Hematoloogilised uuringud,,TPO_ak.,PLCR,,23
Hematoloogilised uuringud,,S-CK-MB,RDW%,,77
Histoloogia,,11540,Diagnoos 1,,3
Histoloogia,,43897,Kirjeldus,,1543
Histoloogia,,Cm-Ng-PCR,Lokatsioon,,84
Hematoloogilised uuringud,,146028,PLCR,,1
Hematoloogilised uuringud,,45071,PLCR,,9
Histoloogia,,3347,Diagnoos 1,,2
Histoloogia,,S-Crea+eGFR,Lokatsioon,,54
Histoloogia,,P-PT_,Lokatsioon,,8
Histoloogia,,654,Diagnoos 1,,16
Histoloogia,,12037,Kirjeldus,,2
Hematoloogilised uuringud,,144214,PLCR,,2
Hematoloogilised uuringud,,F-Campylo,RDW%,,3
Histoloogia,,SynF-Diffliigesevedelikutsütogramm,Arhiivi number,,1
Histoloogia,,10463,Arhiivi number,,5
Histoloogia,,S-CA,Kirjeldus,,63
Histoloogia,,S-UricA,Kirjeldus,,895
Hematoloogilised uuringud,,B1-AKTH,PLCR,,3
Histoloogia,,S-Myositis_(panel),Arhiivi number,,110
Hematoloogilised uuringud,,3630,PLCR,,7
Histoloogia,,S-IL-6,Arhiivi number,,7
Hematoloogilised uuringud,,S-S_sclerosis_(panel),RDW%,,91
Hematoloogilised uuringud,,30156,RDW%,,3
Histoloogia,,66800_Biopsiamaterjali_uuring,Lokatsioon,,21
Histoloogia,,U-Uu+Up-PCR,Kirjeldus,,6
Hematoloogilised uuringud,,B4-cTnT,PLCR,,132
Hematoloogilised uuringud,,69654,PLCR,,5
Hematoloogilised uuringud,,1634,RDW%,,7
Hematoloogilised uuringud,,ImmuunoglobuliinGliikvoris,PLCR,,1
Histoloogia,,P-LTT-90min,Arhiivi number,,8
Histoloogia,,PlrF-WBC,Kirjeldus,,23
Hematoloogilised uuringud,,S-LTT-60min,PLCR,,6
Histoloogia,,41491,Lokatsioon,,2
Histoloogia,,44387,Kirjeldus,,1
Hematoloogilised uuringud,,59336,PLCR,,6
Hematoloogilised uuringud,,5632,PLCR,,5
Histoloogia,,P4-CK-MBm(P),Kirjeldus,,7
Hematoloogilised uuringud,,11251,PLCR,,10
Histoloogia,,1136,Lokatsioon,,244
Histoloogia,,Kalprotektiinroojas,Kirjeldus,,8
Histoloogia,,"PuudIII(tamm,pöök)",Kirjeldus,,1
Histoloogia,,42694,Kirjeldus,,1
Histoloogia,,1972,Arhiivi number,,5
Histoloogia,,41490,Kirjeldus,,2
Hematoloogilised uuringud,,S-aBorr-IgG,RDW%,,2
Histoloogia,,65460,Diagnoos 1,,1
Histoloogia,,7585,Kirjeldus,,14
Hematoloogilised uuringud,,EnteroviirusRNA,PLCR,,1
Histoloogia,,587,Lokatsioon,,4
Histoloogia,,5631,Arhiivi number,,5
Histoloogia,,Cx-HPV_DNA_genot,Arhiivi number,,81
Histoloogia,,11549,Kirjeldus,,268
Histoloogia,,SynF-Monotsüüdidningmakrofaagid,Kirjeldus,,2
Hematoloogilised uuringud,,S.P-LDL-Chol,RDW%,,46
Hematoloogilised uuringud,,57858,RDW%,,1
Hematoloogilised uuringud,,10541,PLCR,,197
Histoloogia,,146158,Diagnoos 1,,12
Histoloogia,,30344,Kirjeldus,,6
Histoloogia,,147144,Diagnoos 1,,11
Histoloogia,,11049,Lokatsioon,,43
Hematoloogilised uuringud,,Bl-Aer,PLCR,,1
Histoloogia,,S-AAT(alfa-1-antitrüpsiin),Arhiivi number,,4
Histoloogia,,5055,Lokatsioon,,5
Hematoloogilised uuringud,,S-hCGbeeta,RDW%,,54
Histoloogia,,S2-M_pneumoniae_IgA,Kirjeldus,,9
Hematoloogilised uuringud,,2368,RDW%,,103
Hematoloogilised uuringud,,4322,RDW%,,4
Hematoloogilised uuringud,,B3-ABO,RDW%,,46
Histoloogia,,Cm-Trach-PCR,Arhiivi number,,49
Hematoloogilised uuringud,,Vaskuriinis,PLCR,,4
Histoloogia,,10159,Lokatsioon,,1
Histoloogia,,10197,Arhiivi number,,2
Hematoloogilised uuringud,,1462,PLCR,,41
Histoloogia,,145292,Lokatsioon,,1
Histoloogia,,147316,Lokatsioon,,6
Hematoloogilised uuringud,,11050,RDW%,,40
Histoloogia,,4586,Arhiivi number,,15
Hematoloogilised uuringud,,LA-mix1APTTreagendiga(120&apos;),PLCR,,4
Histoloogia,,71429,Arhiivi number,,20
Hematoloogilised uuringud,,41269,RDW%,,1
Histoloogia,,11224,Kirjeldus,,6
Hematoloogilised uuringud,,S-f35_IgE,RDW%,,25
Histoloogia,,71878,Arhiivi number,,1
Histoloogia,,S-Borrelia-WB-IgG,Arhiivi number,,3
Histoloogia,,71576,Kirjeldus,,12
Histoloogia,,4588,Diagnoos 1,,15
Histoloogia,,10053,Arhiivi number,,1
Histoloogia,,144314,Arhiivi number,,105
Histoloogia,,S-T_pallidum_IgG,Diagnoos 1,,29
Hematoloogilised uuringud,,64056,RDW%,,2
Histoloogia,,S-CMV_IgM,Diagnoos 1,,39
Histoloogia,,P-Lac,Kirjeldus,,33
Histoloogia,,4879,Diagnoos 1,,7
Histoloogia,,S2-IgE-F95,Diagnoos 1,,1
Histoloogia,,44996,Lokatsioon,,1
Histoloogia,,7705,Lokatsioon,,2
Histoloogia,,merkaptosegu(Mercapto-Mix)1%,Diagnoos 1,,2
Hematoloogilised uuringud,,_Bm-HISTO,RDW%,,2
Hematoloogilised uuringud,,12432,PLCR,,1
Hematoloogilised uuringud,,P-CRP,RDW%,,452
Hematoloogilised uuringud,,2141,PLCR,,8
Hematoloogilised uuringud,,2003,PLCR,,6
Hematoloogilised uuringud,,GAD-65IgGtüüpantikehad,RDW%,,1
Hematoloogilised uuringud,,B4-Fidd,RDW%,,30
Hematoloogilised uuringud,,1459,PLCR,,31
Histoloogia,,muna,Kirjeldus,,3
Histoloogia,,Cx-T_vaginalis-PCR,Diagnoos 1,,14
Histoloogia,,4304,Arhiivi number,,3
Histoloogia,,S-SSB/LA_IgG,Kirjeldus,,1
Histoloogia,,10532,Lokatsioon,,125
Histoloogia,,B-103,Arhiivi number,,268
Histoloogia,,B-täisveri,Diagnoos 1,,4253
Histoloogia,,45073,Lokatsioon,,12
Hematoloogilised uuringud,,S-A-HCV,RDW%,,4
Hematoloogilised uuringud,,50,PLCR,,167
Histoloogia,,11046,Diagnoos 1,,81
Histoloogia,,S2-aEBV,Diagnoos 1,,1
Histoloogia,,43558,Kirjeldus,,3
Histoloogia,,1861,Diagnoos 1,,1
Histoloogia,,MycobacteriumtuberculosisPCR,Arhiivi number,,12
Hematoloogilised uuringud,,F-Bac-PCR,RDW%,,30
Histoloogia,,S-HBe,Lokatsioon,,2
Hematoloogilised uuringud,,2240,RDW%,,43
Histoloogia,,327,Lokatsioon,,2
Hematoloogilised uuringud,,Nm-InfB-Ag,RDW%,,12
Histoloogia,,147159,Lokatsioon,,1
Hematoloogilised uuringud,,1556,PLCR,,43
Hematoloogilised uuringud,,12353,RDW%,,3
Histoloogia,,CSF-IgGImmuunoglobuliinGliikvoris,Kirjeldus,,1
Histoloogia,,4593,Lokatsioon,,15
Histoloogia,,_IgA,Arhiivi number,,7
Hematoloogilised uuringud,,fP-Lp(a)(lipoproteiina),RDW%,,7
Histoloogia,,1912,Kirjeldus,,18
Histoloogia,,122,Arhiivi number,,2972
Histoloogia,,4880,Kirjeldus,,7
Histoloogia,,Pf-Mycob,Arhiivi number,,1
Histoloogia,,30153,Arhiivi number,,1
Histoloogia,,fP-Ammon(ammoonium),Lokatsioon,,17
Histoloogia,,S-dsDNAAb/DNAkaksikahelavastaneIgGseerumis,Kirjeldus,,58
Histoloogia,,10297,Arhiivi number,,7
Histoloogia,,Cm-HPV-PCR,Arhiivi number,,90
Histoloogia,,PlrF-Protpleuravedelikus,Kirjeldus,,5
Hematoloogilised uuringud,,66707_Ferritiin,PLCR,,5
Hematoloogilised uuringud,,684,RDW%,,272
Hematoloogilised uuringud,,10291,RDW%,,13
Histoloogia,,70904,Kirjeldus,,11
Hematoloogilised uuringud,,41478,PLCR,,1
Hematoloogilised uuringud,,4272,PLCR,,1
Histoloogia,,HerpesIIIPCRmeetodil,Kirjeldus,,4
Histoloogia,,S1-aBorrG,Arhiivi number,,5
Hematoloogilised uuringud,,71931,RDW%,,24
Histoloogia,,S-ALAT,Kirjeldus,,2834
Hematoloogilised uuringud,,kalkuniliha,RDW%,,2
Histoloogia,,U-Mycob,Lokatsioon,,5
Histoloogia,,B1-Plas,Arhiivi number,,1
Histoloogia,,2238,Diagnoos 1,,43
Hematoloogilised uuringud,,"S,P-CCP",PLCR,,4
Hematoloogilised uuringud,,S-aHepy,RDW%,,12
Histoloogia,,2176,Diagnoos 1,,152
Histoloogia,,57,Diagnoos 1,,129
Hematoloogilised uuringud,,S-CIC(C1q),PLCR,,2
Hematoloogilised uuringud,,67759,PLCR,,1
Hematoloogilised uuringud,,S-IgE-üld,RDW%,,39
Histoloogia,,90,Diagnoos 1,,1757
Histoloogia,,Tsinkseerumis,Lokatsioon,,5
Histoloogia,,Silindrid,Kirjeldus,,1
Histoloogia,,557,Arhiivi number,,287
Histoloogia,,144297,Kirjeldus,,2
Hematoloogilised uuringud,,S-IgE-Spec-1,PLCR,,80
Hematoloogilised uuringud,,S2-IgE-F25,PLCR,,2
Histoloogia,,327,Kirjeldus,,2
Histoloogia,,Normetanefriin,Diagnoos 1,,3
Hematoloogilised uuringud,,147289,PLCR,,7
Histoloogia,,"kloorheksidiinglükonat0,5%",Kirjeldus,,1
Histoloogia,,30212,Diagnoos 1,,4
Histoloogia,,67498,Kirjeldus,,2
Histoloogia,,4865,Lokatsioon,,3
Histoloogia,,1579,Kirjeldus,,3
Histoloogia,,11132,Diagnoos 1,,5
Hematoloogilised uuringud,,UbgUrobilinogeen,RDW%,,1255
Histoloogia,,B-HLA_B27,Lokatsioon,,94
Histoloogia,,10179,Lokatsioon,,1737
Histoloogia,,CandidaalbicansDNART-PCRmeetodiltäisverest,Arhiivi number,,2
Histoloogia,,CD3+4+helperrakud,Lokatsioon,,6
Histoloogia,,S-ep71_IgE,Arhiivi number,,96
Histoloogia,,Erütrotsüütidehüpotsütoos,Arhiivi number,,1
Hematoloogilised uuringud,,2340,PLCR,,28
Histoloogia,,Tbc-SensPZA,Kirjeldus,,1
Histoloogia,,GEHGentamütsiin120,Diagnoos 1,,9
Histoloogia,,3885,Kirjeldus,,5
Histoloogia,,67895,Arhiivi number,,1
Histoloogia,,S-Zn,Arhiivi number,,1
Histoloogia,,S-A-HAVIgM,Diagnoos 1,,1
Histoloogia,,S-M_pneumoniae_IgM,Lokatsioon,,282
Histoloogia,,S-tTGIgG/KoetransglutaminaasivastaneIgGseerumis,Arhiivi number,,12
Histoloogia,,CIPTsiprofloksatsiin,Lokatsioon,,262
Histoloogia,,Mg,Lokatsioon,,5
Histoloogia,,3974,Kirjeldus,,5
Histoloogia,,41380,Kirjeldus,,1
Hematoloogilised uuringud,,MCHC,RDW%,,6760
Histoloogia,,44996,Kirjeldus,,1
Histoloogia,,HIV_1/2,Kirjeldus,,1
Histoloogia,,B-RET#,Kirjeldus,,149
Histoloogia,,595,Arhiivi number,,2
Histoloogia,,U-Mg-PCR,Arhiivi number,,22
Hematoloogilised uuringud,,Aniongap(K+),PLCR,,96
Histoloogia,,S-Neuron_IgAMG,Lokatsioon,,72
Hematoloogilised uuringud,,582,RDW%,,288
Histoloogia,,147087,Arhiivi number,,11
Hematoloogilised uuringud,,125,RDW%,,46
Histoloogia,,68,Diagnoos 1,,124
Histoloogia,,41544,Lokatsioon,,1
Hematoloogilised uuringud,,P-21_hüdroksüdaasi_ak,RDW%,,1
Histoloogia,,S-f36_IgE,Diagnoos 1,,1
Hematoloogilised uuringud,,1733,PLCR,,2
Histoloogia,,1842,Diagnoos 1,,38
Hematoloogilised uuringud,,Cm-Gva-PCR,PLCR,,9
Hematoloogilised uuringud,,B-Veritsusaeg,RDW%,,36
Hematoloogilised uuringud,,LNZLinezoliid,PLCR,,2
Histoloogia,,41451,Lokatsioon,,1
Hematoloogilised uuringud,,S-aHBs,PLCR,,13
Histoloogia,,2146,Lokatsioon,,2
Histoloogia,,S-FAI,Diagnoos 1,,2
Hematoloogilised uuringud,,S-A-HIV1-2,RDW%,,69
Histoloogia,,65803,Diagnoos 1,,1
Hematoloogilised uuringud,,67084,PLCR,,1
Histoloogia,,Sem-Cyto,Kirjeldus,,13
Hematoloogilised uuringud,,51,RDW%,,126
Histoloogia,,Um-Trva-PCR,Arhiivi number,,7
Histoloogia,,71925,Kirjeldus,,5
Histoloogia,,44324,Diagnoos 1,,1
Histoloogia,,S-T_pallidum_IgG_conf,Kirjeldus,,4
Hematoloogilised uuringud,,P-LCR(trombots.suurtevormidesuhtarv),PLCR,,1230
Histoloogia,,Amfetamiinjatemaderivaadid,Diagnoos 1,,2
Histoloogia,,1874,Diagnoos 1,,14
Histoloogia,,2168,Lokatsioon,,155
Hematoloogilised uuringud,,547,RDW%,,496
Hematoloogilised uuringud,,Sem-Cytology,RDW%,,3
Hematoloogilised uuringud,,30220,RDW%,,5
Histoloogia,,LA-mix1APTTreagendiga(0&apos;),Lokatsioon,,5
Histoloogia,,IPF-ebaküpsedtrombotsüüdid,Kirjeldus,,502
Histoloogia,,67892,Diagnoos 1,,1
Histoloogia,,Mikrobioloogialeid,Lokatsioon,,14
Hematoloogilised uuringud,,7577,PLCR,,14
Histoloogia,,Nail-Der-m,Kirjeldus,,9
Histoloogia,,ProValk,Diagnoos 1,,1242
Hematoloogilised uuringud,,1197,RDW%,,51
Histoloogia,,652,Arhiivi number,,2
Histoloogia,,10695,Kirjeldus,,33
Histoloogia,,204,Kirjeldus,,64
Histoloogia,,1204,Diagnoos 1,,77
Histoloogia,,2518,Arhiivi number,,1
Histoloogia,,S2-T_pallidum_IgM,Diagnoos 1,,3
Histoloogia,,S-Prot_,Arhiivi number,,2
Hematoloogilised uuringud,,7158,RDW%,,2
Hematoloogilised uuringud,,145403,PLCR,,6
Histoloogia,,Um--Myho-PCR,Lokatsioon,,1
Histoloogia,,4317,Kirjeldus,,4
Hematoloogilised uuringud,,IgM,PLCR,,6
Histoloogia,,S-LDHL,Arhiivi number,,5
Histoloogia,,ListeriamonocytogenesDNA,Arhiivi number,,5
Hematoloogilised uuringud,,10175,RDW%,,1665
Histoloogia,,Pf-Tbc-Bac,Lokatsioon,,1
Hematoloogilised uuringud,,10234,PLCR,,9
Histoloogia,,40465,Arhiivi number,,1
Histoloogia,,U-Myc,Kirjeldus,,9
Histoloogia,,43219,Diagnoos 1,,2
Hematoloogilised uuringud,,1872,PLCR,,19
Histoloogia,,1165,Arhiivi number,,366
Hematoloogilised uuringud,,Alb-CSF/SAlbumiinisuheliikvorisjaseerumis,PLCR,,1
Histoloogia,,7863,Kirjeldus,,1
Histoloogia,,1315,Diagnoos 1,,4
Histoloogia,,2328,Arhiivi number,,28
Histoloogia,,62664,Lokatsioon,,3
Hematoloogilised uuringud,,Epstein-BarrvirusDNA,PLCR,,6
Hematoloogilised uuringud,,S-ENA_IgG_paneel,RDW%,,6
Hematoloogilised uuringud,,4771,PLCR,,11
Histoloogia,,41379,Kirjeldus,,1
Histoloogia,,3866,Diagnoos 1,,18
Histoloogia,,2118,Diagnoos 1,,40
Histoloogia,,1359,Arhiivi number,,1
Histoloogia,,10221,Lokatsioon,,7
Histoloogia,,41275,Arhiivi number,,1
Hematoloogilised uuringud,,PlrF-DiffAPleuravedelikutsütoosiuuringanalüsaatoril,RDW%,,9
Histoloogia,,60021,Kirjeldus,,1
Histoloogia,,679,Kirjeldus,,266
Histoloogia,,S-ID-PAGIA,Lokatsioon,,67
Histoloogia,,RBC(erütrotsüüdid),Arhiivi number,,1307
Histoloogia,,7707,Arhiivi number,,2
Hematoloogilised uuringud,,67498,RDW%,,2
Hematoloogilised uuringud,,2693,RDW%,,3
Histoloogia,,VIOVorikonazol,Arhiivi number,,7
Histoloogia,,hernes,Kirjeldus,,2
Histoloogia,,748,Arhiivi number,,395
Hematoloogilised uuringud,,3323,PLCR,,3
Hematoloogilised uuringud,,3280,PLCR,,7
Hematoloogilised uuringud,,S-HBs_Ab,RDW%,,118
Histoloogia,,71072,Lokatsioon,,1
Hematoloogilised uuringud,,f5/spIgErukisesuhtes,RDW%,,12
Hematoloogilised uuringud,,Vag-Gva-PCR,RDW%,,1
Histoloogia,,41482,Kirjeldus,,1
Histoloogia,,Cm-MhUu,Diagnoos 1,,1
Histoloogia,,S-"VitD(25-OH),Kirjeldus,,259
Hematoloogilised uuringud,,S-Cort ,PLCR,,2
Histoloogia,,3894,Diagnoos 1,,22
Histoloogia,,S-aCpn,Lokatsioon,,129
Histoloogia,,f88/spIgElambalihasuhtes,Diagnoos 1,,2
Histoloogia,,2383,Lokatsioon,,1
Hematoloogilised uuringud,,65713,PLCR,,23
Histoloogia,,"S,P-Bil-Conj",Lokatsioon,,17
Histoloogia,,g8/spIgEnurmikasuhtes,Kirjeldus,,13
Histoloogia,,S-IgE,Lokatsioon,,673
Histoloogia,,10179,Diagnoos 1,,1737
Histoloogia,,69577,Diagnoos 1,,9
Histoloogia,,30331,Kirjeldus,,73
Histoloogia,,Nm-Kiir,Lokatsioon,,6
Histoloogia,,10947,Arhiivi number,,105
Hematoloogilised uuringud,,8577,RDW%,,2
Hematoloogilised uuringud,,825,RDW%,,17
Histoloogia,,S-LKMA/Maksa-neerumikrosoomidevastaneIgGseerumis,Diagnoos 1,,8
Histoloogia,,40465,Lokatsioon,,1
Histoloogia,,B1-CBC-Diff,Diagnoos 1,,3156
Hematoloogilised uuringud,,U-Alb-elAlbumiinid(elektroforeesil),RDW%,,2
Hematoloogilised uuringud,,97,PLCR,,255
Histoloogia,,S-b2-GPI_IgAMG,Kirjeldus,,6
Histoloogia,,3902,Arhiivi number,,69
Histoloogia,,3961,Lokatsioon,,10
Histoloogia,,4869,Diagnoos 1,,3
Histoloogia,,289,Arhiivi number,,1
Histoloogia,,Üldbiokeemilised,Arhiivi number,,1
Histoloogia,,144263,Diagnoos 1,,18
Histoloogia,,71396,Kirjeldus,,4
Hematoloogilised uuringud,,IgMSAA,PLCR,,2
